name,episodes,av_rating,members,rating,user_id
Full Metal Panic! The Second Raid,13,8.06,155340,9,97
Cowboy Bebop,26,8.82,486824,8,61
Full Metal Panic! The Second Raid,13,8.06,155340,8,69
Shuffle!,24,7.31,158772,-1,80
Shuffle!,24,7.31,158772,9,1
Neon Genesis Evangelion,26,8.32,461946,10,26
Azumanga Daioh,26,8.06,170901,8,70
Trinity Blood,24,7.44,113791,8,58
Eyeshield 21,145,8.08,83648,9,75
Kidou Tenshi Angelic Layer,26,7.32,39758,8,28
D.N.Angel,26,7.35,126914,9,28
Mobile Suit Zeta Gundam,50,8.03,28959,8,79
Last Exile,26,7.94,104193,8,66
Trigun,26,8.32,283069,9,97
Cowboy Bebop,26,8.82,486824,10,46
Monster,74,8.72,247562,9,58
Full Metal Panic? Fumoffu,12,8.21,171086,9,98
Mobile Suit Gundam Seed,50,7.93,96973,8,50
Naruto,220,7.81,683297,8,87
Gakuen Alice,26,7.8,52995,8,48
Mai-HiME,26,7.59,76492,5,20
Texhnolyze,22,7.78,95859,5,28
Naruto,220,7.81,683297,8,31
Cowboy Bebop,26,8.82,486824,10,12
Black Cat,23,7.52,150512,-1,84
Hachimitsu to Clover,24,8.18,130646,9,95
Shuffle!,24,7.31,158772,8,41
D.N.Angel,26,7.35,126914,8,100
School Rumble,26,8.06,178553,7,92
Beck,26,8.4,148328,7,67
D.N.Angel,26,7.35,126914,10,100
Kidou Tenshi Angelic Layer,26,7.32,39758,7,87
Berserk,25,8.4,226430,10,92
Full Metal Panic? Fumoffu,12,8.21,171086,9,67
Aa! Megami-sama! (TV),24,7.45,96694,10,88
Mobile Suit Gundam Seed Destiny,50,7.36,65896,6,18
Prince of Tennis,178,8.04,87643,8,94
Chobits,26,7.57,266846,8,48
Trigun,26,8.32,283069,7,98
Chobits,26,7.57,266846,7,81
Prince of Tennis,178,8.04,87643,10,58
Mobile Fighter G Gundam,49,7.62,36338,7,11
Neon Genesis Evangelion,26,8.32,461946,10,49
Naruto,220,7.81,683297,6,59
Last Exile,26,7.94,104193,-1,100
Cowboy Bebop,26,8.82,486824,10,86
Cowboy Bebop,26,8.82,486824,8,37
Beck,26,8.4,148328,10,86
Trigun,26,8.32,283069,-1,83
Mai-Otome,26,7.4,36924,7,40
Black Cat,23,7.52,150512,-1,74
Last Exile,26,7.94,104193,10,12
Full Metal Panic!,24,7.81,256325,8,30
Azumanga Daioh,26,8.06,170901,9,3
Full Metal Panic!,24,7.81,256325,9,21
Trigun,26,8.32,283069,9,2
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,33
Naruto,220,7.81,683297,8,62
Full Metal Panic! The Second Raid,13,8.06,155340,-1,55
Shuffle!,24,7.31,158772,9,51
Rozen Maiden,12,7.57,128688,7,77
Full Metal Panic? Fumoffu,12,8.21,171086,7,26
Full Metal Panic? Fumoffu,12,8.21,171086,9,46
Trinity Blood,24,7.44,113791,10,35
Full Metal Panic!,24,7.81,256325,9,6
Prince of Tennis,178,8.04,87643,6,9
Chobits,26,7.57,266846,4,89
Hachimitsu to Clover,24,8.18,130646,-1,89
Rozen Maiden: Tr?umend,12,7.78,72645,-1,47
Naruto,220,7.81,683297,1,74
Trigun,26,8.32,283069,-1,54
Ai Yori Aoshi,24,7.24,66597,6,81
Gakuen Alice,26,7.8,52995,4,55
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,7,4
Chrno Crusade,24,7.8,140865,8,66
Prince of Tennis,178,8.04,87643,10,67
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,69
Naruto,220,7.81,683297,9,66
Naruto,220,7.81,683297,7,100
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,24
Trigun,26,8.32,283069,9,38
D.C.: Da Capo,26,6.93,49909,-1,36
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,63
Mai-HiME,26,7.59,76492,8,79
Mobile Suit Gundam,43,7.89,51566,-1,62
Basilisk: Kouga Ninpou Chou,24,7.68,98144,7,95
Cowboy Bebop,26,8.82,486824,10,90
Chrno Crusade,24,7.8,140865,8,82
Rozen Maiden,12,7.57,128688,9,79
Blue Gender,26,7.13,40581,9,3
Monster,74,8.72,247562,10,36
Last Exile,26,7.94,104193,8,96
Mobile Suit Gundam Wing,49,7.87,86001,7,30
Mobile Suit Gundam Seed,50,7.93,96973,4,21
Black Cat,23,7.52,150512,-1,34
Naruto,220,7.81,683297,8,67
Chobits,26,7.57,266846,9,18
Eyeshield 21,145,8.08,83648,10,29
School Rumble,26,8.06,178553,8,31
Chobits,26,7.57,266846,7,17
Neon Genesis Evangelion,26,8.32,461946,10,61
Chobits,26,7.57,266846,10,45
Initial D Fourth Stage,24,8.24,41584,-1,26
Full Metal Panic!,24,7.81,256325,9,77
Rozen Maiden,12,7.57,128688,3,52
Naruto,220,7.81,683297,10,5
Hachimitsu to Clover,24,8.18,130646,9,62
Full Metal Panic!,24,7.81,256325,8,56
Mai-Otome,26,7.4,36924,-1,12
Naruto,220,7.81,683297,7,80
Trinity Blood,24,7.44,113791,6,16
Black Cat,23,7.52,150512,9,39
Turn A Gundam,50,7.76,20056,10,15
Cowboy Bebop,26,8.82,486824,7,49
Rozen Maiden,12,7.57,128688,7,79
Full Metal Panic! The Second Raid,13,8.06,155340,7,100
Mobile Suit Gundam Seed,50,7.93,96973,10,5
Naruto,220,7.81,683297,-1,85
Cowboy Bebop,26,8.82,486824,9,74
Gakuen Alice,26,7.8,52995,6,6
Beck,26,8.4,148328,7,38
Chobits,26,7.57,266846,10,86
Chobits,26,7.57,266846,8,81
Blue Gender,26,7.13,40581,10,68
Neon Genesis Evangelion,26,8.32,461946,8,31
Cowboy Bebop,26,8.82,486824,7,28
Black Cat,23,7.52,150512,7,32
Berserk,25,8.4,226430,10,51
Turn A Gundam,50,7.76,20056,-1,87
Beck,26,8.4,148328,8,23
Full Metal Panic!,24,7.81,256325,8,99
DearS,12,6.8,91037,-1,99
Naruto,220,7.81,683297,6,6
Neon Genesis Evangelion,26,8.32,461946,-1,30
Cowboy Bebop,26,8.82,486824,9,35
D.N.Angel,26,7.35,126914,-1,81
Berserk,25,8.4,226430,9,18
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,62
Cowboy Bebop,26,8.82,486824,8,4
Trigun,26,8.32,283069,9,68
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,94
Chobits,26,7.57,266846,7,93
Shuffle!,24,7.31,158772,6,95
Naruto,220,7.81,683297,10,13
Mobile Suit Gundam Seed Destiny,50,7.36,65896,8,72
Trigun,26,8.32,283069,9,64
Azumanga Daioh,26,8.06,170901,8,35
Berserk,25,8.4,226430,9,66
Trigun,26,8.32,283069,-1,76
Chobits,26,7.57,266846,7,43
Cowboy Bebop,26,8.82,486824,6,17
Chrno Crusade,24,7.8,140865,10,11
Hachimitsu to Clover,24,8.18,130646,8,16
Berserk,25,8.4,226430,9,31
Neon Genesis Evangelion,26,8.32,461946,-1,67
Naruto,220,7.81,683297,8,9
Basilisk: Kouga Ninpou Chou,24,7.68,98144,9,61
Trigun,26,8.32,283069,6,91
Rozen Maiden,12,7.57,128688,8,77
Berserk,25,8.4,226430,-1,29
School Rumble,26,8.06,178553,7,29
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,94
Mobile Suit Gundam,43,7.89,51566,-1,6
D.N.Angel,26,7.35,126914,8,22
School Rumble,26,8.06,178553,-1,15
Chobits,26,7.57,266846,9,35
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,43
Azumanga Daioh,26,8.06,170901,9,76
Cowboy Bebop,26,8.82,486824,10,36
Neon Genesis Evangelion,26,8.32,461946,8,79
Chobits,26,7.57,266846,6,94
Naruto,220,7.81,683297,8,56
DearS,12,6.8,91037,8,60
Aa! Megami-sama! (TV),24,7.45,96694,-1,75
Hachimitsu to Clover,24,8.18,130646,10,53
Rozen Maiden,12,7.57,128688,8,55
Shuffle!,24,7.31,158772,-1,9
DearS,12,6.8,91037,7,91
Full Metal Panic? Fumoffu,12,8.21,171086,7,99
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,9,36
Kidou Tenshi Angelic Layer,26,7.32,39758,9,42
Chobits,26,7.57,266846,8,15
Aa! Megami-sama! (TV),24,7.45,96694,8,15
Aa! Megami-sama! (TV),24,7.45,96694,6,61
DearS,12,6.8,91037,10,65
Kidou Tenshi Angelic Layer,26,7.32,39758,9,52
Cowboy Bebop,26,8.82,486824,10,83
Last Exile,26,7.94,104193,7,94
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,21
Naruto,220,7.81,683297,9,17
Naruto,220,7.81,683297,8,29
Cowboy Bebop,26,8.82,486824,9,97
Ai Yori Aoshi,24,7.24,66597,8,58
Chobits,26,7.57,266846,9,60
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,-1,60
Full Metal Panic!,24,7.81,256325,7,35
Full Metal Panic!,24,7.81,256325,9,43
Blue Gender,26,7.13,40581,-1,72
Shuffle!,24,7.31,158772,7,99
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,18
Trigun,26,8.32,283069,8,32
Naruto,220,7.81,683297,-1,61
Texhnolyze,22,7.78,95859,-1,17
Neon Genesis Evangelion,26,8.32,461946,6,45
Naruto,220,7.81,683297,4,22
Naruto,220,7.81,683297,9,58
Neon Genesis Evangelion,26,8.32,461946,9,28
Full Metal Panic? Fumoffu,12,8.21,171086,-1,99
Full Metal Panic? Fumoffu,12,8.21,171086,7,64
Gakuen Alice,26,7.8,52995,10,18
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,76
Naruto,220,7.81,683297,9,46
Trigun,26,8.32,283069,6,13
Aa! Megami-sama! (TV),24,7.45,96694,7,87
Azumanga Daioh,26,8.06,170901,9,18
Neon Genesis Evangelion,26,8.32,461946,-1,58
Azumanga Daioh,26,8.06,170901,7,42
Full Metal Panic!,24,7.81,256325,9,46
Last Exile,26,7.94,104193,9,81
DearS,12,6.8,91037,7,9
Chobits,26,7.57,266846,9,35
Trigun,26,8.32,283069,10,8
Rozen Maiden: Tr?umend,12,7.78,72645,8,15
Naruto,220,7.81,683297,-1,99
Cowboy Bebop,26,8.82,486824,10,48
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,99
Neon Genesis Evangelion,26,8.32,461946,8,46
Beck,26,8.4,148328,-1,40
Mai-HiME,26,7.59,76492,8,69
Last Exile,26,7.94,104193,7,97
D.N.Angel,26,7.35,126914,-1,22
Berserk,25,8.4,226430,9,53
Full Metal Panic? Fumoffu,12,8.21,171086,8,69
Full Metal Panic!,24,7.81,256325,8,79
Naruto,220,7.81,683297,8,84
Azumanga Daioh,26,8.06,170901,7,52
Neon Genesis Evangelion,26,8.32,461946,9,11
Neon Genesis Evangelion,26,8.32,461946,8,4
Naruto,220,7.81,683297,8,54
Naruto,220,7.81,683297,9,68
Cowboy Bebop,26,8.82,486824,10,1
Naruto,220,7.81,683297,-1,10
Aa! Megami-sama! (TV),24,7.45,96694,8,70
Beck,26,8.4,148328,7,27
Mobile Fighter G Gundam,49,7.62,36338,7,57
Chrno Crusade,24,7.8,140865,10,13
Naruto,220,7.81,683297,9,4
Sunabouzu,24,7.55,65516,7,32
Full Metal Panic! The Second Raid,13,8.06,155340,-1,51
Naruto,220,7.81,683297,-1,58
Beck,26,8.4,148328,9,14
Full Metal Panic!,24,7.81,256325,6,79
Aa! Megami-sama! (TV),24,7.45,96694,8,100
Trigun,26,8.32,283069,9,50
Yakitate!! Japan,69,8.05,50876,-1,58
Naruto,220,7.81,683297,8,13
DearS,12,6.8,91037,7,71
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,45
Beck,26,8.4,148328,9,49
Neon Genesis Evangelion,26,8.32,461946,8,52
Full Metal Panic!,24,7.81,256325,4,88
Kidou Tenshi Angelic Layer,26,7.32,39758,7,25
Yakitate!! Japan,69,8.05,50876,8,26
Mobile Suit Gundam Seed,50,7.93,96973,7,19
Sunabouzu,24,7.55,65516,10,82
Hachimitsu to Clover,24,8.18,130646,-1,32
Chrno Crusade,24,7.8,140865,10,13
School Rumble,26,8.06,178553,7,4
Chobits,26,7.57,266846,8,72
Eyeshield 21,145,8.08,83648,-1,7
Monster,74,8.72,247562,9,18
Cowboy Bebop,26,8.82,486824,9,52
Black Cat,23,7.52,150512,10,64
Black Cat,23,7.52,150512,-1,80
Full Metal Panic? Fumoffu,12,8.21,171086,9,53
Shuffle!,24,7.31,158772,8,95
DearS,12,6.8,91037,10,22
Blue Gender,26,7.13,40581,7,42
Trinity Blood,24,7.44,113791,-1,28
Hachimitsu to Clover,24,8.18,130646,8,20
Cowboy Bebop,26,8.82,486824,10,55
Naruto,220,7.81,683297,7,20
Naruto,220,7.81,683297,8,51
Sunabouzu,24,7.55,65516,8,81
Neon Genesis Evangelion,26,8.32,461946,10,68
Rozen Maiden,12,7.57,128688,6,71
Basilisk: Kouga Ninpou Chou,24,7.68,98144,6,94
Azumanga Daioh,26,8.06,170901,9,99
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,34
Rozen Maiden: Tr?umend,12,7.78,72645,7,71
Trinity Blood,24,7.44,113791,8,56
Ai Yori Aoshi,24,7.24,66597,-1,87
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,4
Trigun,26,8.32,283069,-1,48
Neon Genesis Evangelion,26,8.32,461946,9,56
Berserk,25,8.4,226430,-1,89
Rozen Maiden,12,7.57,128688,6,66
Texhnolyze,22,7.78,95859,8,87
Hachimitsu to Clover,24,8.18,130646,9,55
Rozen Maiden: Tr?umend,12,7.78,72645,7,20
School Rumble,26,8.06,178553,9,34
Cowboy Bebop,26,8.82,486824,10,25
D.N.Angel,26,7.35,126914,9,90
Rozen Maiden,12,7.57,128688,8,70
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,39
School Rumble,26,8.06,178553,7,84
Full Metal Panic!,24,7.81,256325,7,94
Chobits,26,7.57,266846,7,94
Chobits,26,7.57,266846,7,76
Mai-Otome,26,7.4,36924,9,68
Full Metal Panic! The Second Raid,13,8.06,155340,8,72
DearS,12,6.8,91037,7,20
DearS,12,6.8,91037,6,18
Witch Hunter Robin,26,7.36,64905,10,59
School Rumble,26,8.06,178553,9,7
Trinity Blood,24,7.44,113791,8,55
Mobile Suit Zeta Gundam,50,8.03,28959,7,26
Chrno Crusade,24,7.8,140865,8,11
Naruto,220,7.81,683297,-1,54
Trinity Blood,24,7.44,113791,6,50
Cowboy Bebop,26,8.82,486824,9,98
Beck,26,8.4,148328,4,82
Mai-HiME,26,7.59,76492,10,33
D.N.Angel,26,7.35,126914,7,35
Rozen Maiden: Tr?umend,12,7.78,72645,7,67
Arc the Lad,26,6.62,10392,5,49
DearS,12,6.8,91037,9,60
Cowboy Bebop,26,8.82,486824,-1,48
D.C.: Da Capo,26,6.93,49909,9,74
Naruto,220,7.81,683297,9,28
Eyeshield 21,145,8.08,83648,10,45
Mobile Suit Victory Gundam,51,6.98,12673,9,14
Mobile Suit Gundam Seed,50,7.93,96973,7,59
Naruto,220,7.81,683297,10,94
Trigun,26,8.32,283069,8,98
Last Exile,26,7.94,104193,-1,87
Full Metal Panic!,24,7.81,256325,7,25
Trinity Blood,24,7.44,113791,8,37
Cowboy Bebop,26,8.82,486824,9,90
Full Metal Panic! The Second Raid,13,8.06,155340,7,19
Chobits,26,7.57,266846,-1,77
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,91
Naruto,220,7.81,683297,8,94
DearS,12,6.8,91037,8,61
Neon Genesis Evangelion,26,8.32,461946,8,17
Kidou Tenshi Angelic Layer,26,7.32,39758,8,95
Basilisk: Kouga Ninpou Chou,24,7.68,98144,9,54
Black Cat,23,7.52,150512,9,29
Full Metal Panic!,24,7.81,256325,7,8
Naruto,220,7.81,683297,8,45
Rozen Maiden,12,7.57,128688,-1,58
Trigun,26,8.32,283069,7,88
Trinity Blood,24,7.44,113791,8,92
Naruto,220,7.81,683297,9,3
Hungry Heart: Wild Striker,52,7.74,13469,-1,58
D.N.Angel,26,7.35,126914,8,22
Neon Genesis Evangelion,26,8.32,461946,10,84
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,80
Mai-HiME,26,7.59,76492,8,79
Full Metal Panic!,24,7.81,256325,-1,13
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,30
Basilisk: Kouga Ninpou Chou,24,7.68,98144,5,93
Aa! Megami-sama! (TV),24,7.45,96694,5,26
Cowboy Bebop,26,8.82,486824,7,31
Full Metal Panic? Fumoffu,12,8.21,171086,8,6
Full Metal Panic!,24,7.81,256325,6,19
D.C.: Da Capo,26,6.93,49909,6,46
Last Exile,26,7.94,104193,6,70
Chrno Crusade,24,7.8,140865,10,38
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,97
Full Metal Panic? Fumoffu,12,8.21,171086,8,85
Rozen Maiden: Tr?umend,12,7.78,72645,-1,54
Cowboy Bebop,26,8.82,486824,10,79
Naruto,220,7.81,683297,8,89
Trigun,26,8.32,283069,8,40
Trigun,26,8.32,283069,7,95
School Rumble,26,8.06,178553,8,29
Cowboy Bebop,26,8.82,486824,9,31
Berserk,25,8.4,226430,9,31
Blue Gender,26,7.13,40581,-1,36
Berserk,25,8.4,226430,-1,3
Trigun,26,8.32,283069,10,11
Hungry Heart: Wild Striker,52,7.74,13469,6,54
Aa! Megami-sama! (TV),24,7.45,96694,7,58
Trigun,26,8.32,283069,9,96
Full Metal Panic!,24,7.81,256325,-1,58
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,68
Shuffle!,24,7.31,158772,8,33
D.N.Angel,26,7.35,126914,9,31
Shuffle!,24,7.31,158772,10,43
Eyeshield 21,145,8.08,83648,9,4
Mai-HiME,26,7.59,76492,7,94
Witch Hunter Robin,26,7.36,64905,9,17
Berserk,25,8.4,226430,9,80
Chobits,26,7.57,266846,8,91
Mobile Suit Gundam Seed,50,7.93,96973,7,43
Gakuen Alice,26,7.8,52995,6,20
Chrno Crusade,24,7.8,140865,9,21
Mobile Suit Gundam,43,7.89,51566,6,73
Full Metal Panic!,24,7.81,256325,7,4
Neon Genesis Evangelion,26,8.32,461946,10,96
Naruto,220,7.81,683297,9,40
Full Metal Panic! The Second Raid,13,8.06,155340,8,46
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,73
Azumanga Daioh,26,8.06,170901,-1,89
Naruto,220,7.81,683297,6,43
Chobits,26,7.57,266846,8,55
Full Metal Panic!,24,7.81,256325,7,86
Chobits,26,7.57,266846,-1,98
Black Cat,23,7.52,150512,7,15
Naruto,220,7.81,683297,7,76
Mai-HiME,26,7.59,76492,10,78
Trigun,26,8.32,283069,-1,62
Basilisk: Kouga Ninpou Chou,24,7.68,98144,4,85
Full Metal Panic!,24,7.81,256325,8,67
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,90
DearS,12,6.8,91037,9,75
Full Metal Panic!,24,7.81,256325,10,75
Gakuen Alice,26,7.8,52995,10,86
Hachimitsu to Clover,24,8.18,130646,-1,80
After War Gundam X,39,7.39,19132,8,84
Rozen Maiden,12,7.57,128688,6,43
Beck,26,8.4,148328,-1,44
Monster,74,8.72,247562,9,21
Shuffle!,24,7.31,158772,-1,86
Prince of Tennis,178,8.04,87643,-1,42
Chobits,26,7.57,266846,8,25
Chobits,26,7.57,266846,8,88
Chrno Crusade,24,7.8,140865,-1,25
Naruto,220,7.81,683297,6,38
Gakuen Alice,26,7.8,52995,-1,88
Full Metal Panic!,24,7.81,256325,9,86
Naruto,220,7.81,683297,10,52
Trigun,26,8.32,283069,8,20
DearS,12,6.8,91037,6,29
Naruto,220,7.81,683297,9,38
Mobile Suit Gundam Seed Destiny,50,7.36,65896,8,49
Chrno Crusade,24,7.8,140865,-1,51
Berserk,25,8.4,226430,-1,84
Hachimitsu to Clover,24,8.18,130646,10,7
Gakuen Alice,26,7.8,52995,10,48
School Rumble,26,8.06,178553,7,88
Cowboy Bebop,26,8.82,486824,10,57
School Rumble,26,8.06,178553,10,20
Cowboy Bebop,26,8.82,486824,8,34
Yakitate!! Japan,69,8.05,50876,10,10
Neon Genesis Evangelion,26,8.32,461946,10,67
Mobile Suit Zeta Gundam,50,8.03,28959,-1,56
Cowboy Bebop,26,8.82,486824,9,46
School Rumble,26,8.06,178553,-1,100
Chobits,26,7.57,266846,4,97
DearS,12,6.8,91037,6,18
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,36
Mai-Otome,26,7.4,36924,9,18
Full Metal Panic!,24,7.81,256325,-1,92
Naruto,220,7.81,683297,8,86
Full Metal Panic? Fumoffu,12,8.21,171086,10,91
Mai-Otome,26,7.4,36924,8,42
Trinity Blood,24,7.44,113791,4,9
Chobits,26,7.57,266846,7,1
Berserk,25,8.4,226430,10,71
Full Metal Panic! The Second Raid,13,8.06,155340,7,66
Shuffle!,24,7.31,158772,8,18
Full Metal Panic!,24,7.81,256325,7,81
Mobile Fighter G Gundam,49,7.62,36338,7,8
Naruto,220,7.81,683297,-1,87
Naruto,220,7.81,683297,-1,45
Cowboy Bebop,26,8.82,486824,9,63
Neon Genesis Evangelion,26,8.32,461946,10,23
Gakuen Alice,26,7.8,52995,9,59
Full Metal Panic! The Second Raid,13,8.06,155340,8,8
Prince of Tennis,178,8.04,87643,8,66
Cowboy Bebop,26,8.82,486824,9,96
Full Metal Panic!,24,7.81,256325,6,85
Full Metal Panic!,24,7.81,256325,10,58
Full Metal Panic!,24,7.81,256325,9,15
School Rumble,26,8.06,178553,8,43
Mobile Suit Zeta Gundam,50,8.03,28959,8,8
Hungry Heart: Wild Striker,52,7.74,13469,9,48
Sunabouzu,24,7.55,65516,-1,3
Mai-HiME,26,7.59,76492,8,27
Neon Genesis Evangelion,26,8.32,461946,-1,52
Full Metal Panic!,24,7.81,256325,9,50
DearS,12,6.8,91037,7,85
Aa! Megami-sama! (TV),24,7.45,96694,9,54
Mobile Suit Gundam,43,7.89,51566,6,6
Initial D Fourth Stage,24,8.24,41584,10,5
Initial D Fourth Stage,24,8.24,41584,8,21
Rozen Maiden,12,7.57,128688,8,32
Black Cat,23,7.52,150512,9,72
Naruto,220,7.81,683297,4,10
Chobits,26,7.57,266846,7,95
Naruto,220,7.81,683297,9,17
Sunabouzu,24,7.55,65516,8,58
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,6
Mobile Suit Gundam ZZ,47,6.81,17517,7,100
Berserk,25,8.4,226430,9,51
Neon Genesis Evangelion,26,8.32,461946,10,85
Mai-HiME,26,7.59,76492,8,82
Berserk,25,8.4,226430,6,64
Prince of Tennis,178,8.04,87643,-1,57
Naruto,220,7.81,683297,7,55
Aa! Megami-sama! (TV),24,7.45,96694,10,20
Black Cat,23,7.52,150512,10,27
Chobits,26,7.57,266846,7,71
Mobile Suit Gundam Seed Destiny,50,7.36,65896,9,15
Azumanga Daioh,26,8.06,170901,8,83
Cowboy Bebop,26,8.82,486824,8,27
Cowboy Bebop,26,8.82,486824,9,31
DearS,12,6.8,91037,-1,93
Azumanga Daioh,26,8.06,170901,8,95
Neon Genesis Evangelion,26,8.32,461946,10,70
Azumanga Daioh,26,8.06,170901,8,46
Naruto,220,7.81,683297,8,9
Hachimitsu to Clover,24,8.18,130646,9,87
Berserk,25,8.4,226430,-1,99
Trigun,26,8.32,283069,10,43
Chobits,26,7.57,266846,9,95
Witch Hunter Robin,26,7.36,64905,8,78
Turn A Gundam,50,7.76,20056,-1,27
Cowboy Bebop,26,8.82,486824,8,3
Rozen Maiden,12,7.57,128688,8,29
Cowboy Bebop,26,8.82,486824,10,53
Ai Yori Aoshi,24,7.24,66597,-1,18
Naruto,220,7.81,683297,8,50
Trinity Blood,24,7.44,113791,8,97
Full Metal Panic! The Second Raid,13,8.06,155340,-1,26
Naruto,220,7.81,683297,6,30
Full Metal Panic? Fumoffu,12,8.21,171086,5,91
Full Metal Panic!,24,7.81,256325,9,54
Full Metal Panic! The Second Raid,13,8.06,155340,9,73
D.N.Angel,26,7.35,126914,-1,53
DearS,12,6.8,91037,7,8
Naruto,220,7.81,683297,10,4
Eyeshield 21,145,8.08,83648,9,36
Black Cat,23,7.52,150512,-1,74
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,76
Full Metal Panic!,24,7.81,256325,7,73
Naruto,220,7.81,683297,-1,72
Chrno Crusade,24,7.8,140865,9,24
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,7,20
Berserk,25,8.4,226430,10,93
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,39
Neon Genesis Evangelion,26,8.32,461946,9,47
Neon Genesis Evangelion,26,8.32,461946,8,17
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,89
Naruto,220,7.81,683297,7,59
Full Metal Panic? Fumoffu,12,8.21,171086,9,13
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,92
Chrno Crusade,24,7.8,140865,9,26
School Rumble,26,8.06,178553,-1,10
D.N.Angel,26,7.35,126914,7,73
Azumanga Daioh,26,8.06,170901,7,65
Eyeshield 21,145,8.08,83648,8,23
Neon Genesis Evangelion,26,8.32,461946,9,51
Naruto,220,7.81,683297,-1,16
Neon Genesis Evangelion,26,8.32,461946,8,27
Naruto,220,7.81,683297,10,8
Berserk,25,8.4,226430,9,98
Chobits,26,7.57,266846,7,28
Shuffle!,24,7.31,158772,9,79
Full Metal Panic!,24,7.81,256325,-1,22
Ai Yori Aoshi,24,7.24,66597,5,94
Chobits,26,7.57,266846,7,28
Berserk,25,8.4,226430,8,14
Naruto,220,7.81,683297,6,34
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,9,80
Rozen Maiden,12,7.57,128688,8,72
Mai-HiME,26,7.59,76492,8,57
Avenger,13,6.02,12286,7,35
Full Metal Panic! The Second Raid,13,8.06,155340,7,74
School Rumble,26,8.06,178553,6,61
Sunabouzu,24,7.55,65516,7,52
Beet the Vandel Buster,52,7.06,9848,8,38
Naruto,220,7.81,683297,9,17
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,93
Black Cat,23,7.52,150512,8,30
Full Metal Panic! The Second Raid,13,8.06,155340,8,42
Black Cat,23,7.52,150512,-1,80
Shuffle!,24,7.31,158772,5,32
Naruto,220,7.81,683297,9,62
Neon Genesis Evangelion,26,8.32,461946,8,12
Full Metal Panic! The Second Raid,13,8.06,155340,8,53
Cowboy Bebop,26,8.82,486824,8,38
Cowboy Bebop,26,8.82,486824,10,45
Ai Yori Aoshi,24,7.24,66597,7,98
Full Metal Panic? Fumoffu,12,8.21,171086,7,61
Shuffle!,24,7.31,158772,9,81
Azumanga Daioh,26,8.06,170901,-1,35
Beck,26,8.4,148328,8,72
Chrno Crusade,24,7.8,140865,9,61
Rozen Maiden,12,7.57,128688,8,69
Azumanga Daioh,26,8.06,170901,10,26
Aa! Megami-sama! (TV),24,7.45,96694,5,13
Rozen Maiden: Tr?umend,12,7.78,72645,7,29
Black Cat,23,7.52,150512,7,83
Chobits,26,7.57,266846,9,76
D.N.Angel,26,7.35,126914,9,72
Azumanga Daioh,26,8.06,170901,10,1
Chobits,26,7.57,266846,8,89
Berserk,25,8.4,226430,-1,67
Shuffle!,24,7.31,158772,8,55
Monster,74,8.72,247562,8,88
Beck,26,8.4,148328,7,51
Naruto,220,7.81,683297,8,81
Mobile Suit Gundam Wing,49,7.87,86001,5,80
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,47
Trigun,26,8.32,283069,9,84
Monster,74,8.72,247562,10,1
Trigun,26,8.32,283069,7,24
Mobile Suit Gundam,43,7.89,51566,8,20
DearS,12,6.8,91037,-1,100
