id,是否有房,是否有车,是否有孩,近6个月异地交易金额均值,近6个月交易金额,近6个月有交易月份数
7346,1,0,0,3077.614,15388.07,5
7347,0,0,0,1070.0,1256.2,2
7348,0,0,0,6325.0575,25666.23,5
7349,0,0,0,1027.155,2054.31,2
7350,0,0,1,2234.106,11170.53,5
7351,1,0,0,3010.0,3669.0,1
7352,0,0,0,2942.0,5884.0,2
7353,0,0,0,5316.571667,31899.43,6
7354,1,0,0,3316.29,9948.87,3
7355,0,0,0,,,0
7356,0,0,0,1937.6333329999998,11625.8,6
7357,0,0,0,11886.25,54157.0,4
7358,0,0,0,1800.0,12447.0,6
7359,0,0,0,6094.553333,36567.32,6
7360,0,0,1,17.48,17.48,1
7361,0,0,0,8113.25,48679.5,6
7362,0,0,0,,,0
7363,0,0,0,2085.333333,6256.0,3
7364,0,0,0,178.17,5538.91,5
7365,1,0,0,1482.335,2964.67,2
7366,0,0,1,5822.143333,35032.86,6
7367,0,0,0,89.845,179.69,2
7368,1,0,0,1055.0,2110.0,2
7369,0,0,0,450.0,450.0,1
7370,0,0,0,867.5,9835.0,3
7371,0,0,0,2381.5,6396.07,6
7372,0,0,0,64660.044,323300.22,5
7373,1,0,1,11679.788,66666.53,6
7374,0,0,0,18154.58667,135028.14,6
7375,1,0,0,,,0
7376,0,0,0,5042.742,27608.63,5
7377,0,0,0,6071.125,24284.5,4
7378,0,0,0,1258.843333,3776.53,3
7379,0,0,0,2374.31,7933.93,6
7380,0,0,0,1989.0,7956.0,4
7381,0,0,0,7505.235,30020.94,4
7382,1,0,0,,3.0,1
7383,0,0,0,,,0
7384,0,0,0,,715.08,3
7385,0,0,0,76689.36,230068.08,3
7386,0,0,1,2918.235,17509.41,6
7387,1,0,0,,,0
7388,0,0,0,,,0
7389,0,0,0,1555.346667,9332.08,6
7390,0,0,0,940.5,9952.5,6
7391,1,0,0,1000.0,1100.0,2
7392,0,0,1,5932.5,35595.0,6
7393,0,0,0,4530.46,27182.76,6
7394,0,0,0,2240.333333,13442.0,6
7395,0,0,0,8696.5625,34786.25,4
7396,1,0,0,1100.0,1100.0,1
7397,0,0,0,456.0,2267.0,3
7398,0,0,0,1121.913333,4119.74,5
7399,0,0,0,,,0
7400,0,0,0,,,0
7401,0,0,0,5569.291667,33415.75,6
7402,0,0,0,,,0
7403,0,0,0,,390.0,1
7404,0,0,1,4292.596667,16762.84,4
7405,1,0,1,3515.0,3515.0,1
7406,0,0,0,16125.435,96922.61,6
7407,0,0,0,1447.5,1447.5,1
7408,0,0,0,1250.37,12650.74,2
7409,0,0,0,3523.8925,14095.57,4
7410,1,0,1,2071.5,6214.5,3
7411,0,0,0,,,0
7412,0,0,0,4886.608,24433.04,5
7413,0,0,0,1168.14,4988.66,5
7414,0,0,0,,844.07,1
7415,1,0,1,7650.681667,45904.09,6
7416,0,0,0,725.0,1471.0,3
7417,0,0,0,2943.19,2943.19,1
7418,0,0,0,,,0
7419,0,0,0,2888.0,15732.0,6
7420,0,0,0,,,0
7421,0,0,0,4832.626667,14497.88,3
7422,0,0,0,3853.666667,23122.0,6
7423,0,0,0,3908.875,15635.5,4
7424,1,0,1,,,0
7425,0,0,0,2996.545,11986.18,4
7426,0,0,0,,,0
7427,0,0,0,4475.0,6175.0,2
7428,0,0,0,15752.545,94515.27,6
7429,0,0,0,4506.75,18027.0,4
7430,0,0,0,,49870.79,5
7431,0,0,0,,,0
7432,0,0,0,94.48,188.96,2
7433,0,0,0,500.0,500.0,1
7434,1,0,0,4374.225,26245.35,6
7435,0,0,0,1272.6,5090.4,4
7436,0,0,0,,,0
7437,0,0,0,,,0
7438,1,0,0,,,0
7439,0,0,0,6468.393333,19405.18,3
7440,1,0,1,17550.033330000002,105300.2,6
7441,0,0,0,20475.873330000002,122855.24,6
7442,0,0,0,1091.28,49128.19,6
7443,0,0,0,,150.0,1
7444,1,0,1,,,0
7445,0,0,0,,,0
7446,1,0,0,1328.98,2703.87,3
7447,0,0,0,1602.89,6411.56,4
7448,0,0,0,,,0
7449,1,0,0,12000.0,12000.0,1
7450,1,0,0,273.35,273.35,1
7451,0,0,0,3088.856667,18533.14,6
7452,0,0,0,,,0
7453,0,1,0,14786.011669999998,88716.07,6
7454,0,0,0,,,0
7455,0,0,0,2314.5166670000003,6943.55,3
7456,0,0,0,183.8,5010.0,4
7457,0,0,0,9517.7825,38071.13,4
7458,0,0,0,6123.333333,36740.0,6
7459,0,0,0,7957.015,32685.06,4
7460,0,0,1,880.215,8906.53,6
7461,0,0,1,25987.224,213009.78,5
7462,0,0,0,,1185.31,3
7463,0,0,0,,,0
7464,0,0,1,16425.0,65700.0,4
7465,0,0,0,1876.0,9380.0,5
7466,1,0,0,,,0
7467,0,0,0,2416.5,9890.0,5
7468,0,0,0,,,0
7469,0,0,1,5884.8859999999995,29424.43,5
7470,0,0,0,,,0
7471,0,0,0,603.0,603.0,1
7472,0,0,0,754.25,3017.0,4
7473,0,0,0,240.0,336.0,1
7474,1,0,0,322.0,860.0,3
7475,0,0,1,8071.6359999999995,40358.18,5
7476,0,0,0,8711.0,40581.0,4
7477,1,0,0,3737.05,18685.25,5
7478,0,0,0,645.1,4570.2,3
7479,0,0,0,7976.093333,47856.56,6
7480,0,0,0,17152.8125,69611.25,4
7481,0,0,0,,,0
7482,0,0,0,3047.61,6245.22,2
7483,1,0,1,8062.873333,48392.24,6
7484,1,0,1,1565.0,1565.0,1
7485,0,0,0,3551.9716670000003,22316.84,6
7486,0,0,0,,,0
7487,0,0,0,824.0,7090.0,4
7488,0,0,0,9289.0,18578.0,2
7489,0,0,0,4535.0,13605.0,3
7490,0,0,0,,,0
7491,0,0,0,441.25333330000007,1410.67,4
7492,1,0,1,24339.8,146038.8,6
7493,1,0,1,,,0
7494,0,0,0,245.8,491.6,2
7495,0,0,0,4436.333333,26618.0,6
7496,0,0,0,,1678.0,1
7497,0,0,0,,,0
7498,1,0,0,4611.705,18446.82,4
7499,0,0,0,,214.51,2
7500,0,0,0,,,0
7501,0,0,0,20483.16667,122899.0,6
7502,0,0,1,,,0
7503,1,0,0,11766.865,70601.19,6
7504,1,0,0,,,0
7505,0,0,0,,,0
7506,0,0,0,2180.8,2491.1,3
7507,0,0,0,2066.76,6200.28,3
7508,0,0,0,,,0
7509,1,0,0,2804.4,8413.2,3
7510,0,0,0,7102.5,42615.0,6
7511,1,0,0,,1000.0,1
7512,0,0,0,34.01666667,102.05,3
7513,0,0,0,4450.67,26704.02,6
7514,1,0,0,6193.588333,37743.03,6
7515,0,0,0,,,0
7516,0,0,0,20244.424,101590.12,5
7517,0,0,0,1934.075,4871.15,2
7518,0,0,0,30.0,30.0,1
7519,0,0,0,1446.4,1446.4,1
7520,0,0,0,,,0
7521,1,0,0,7505.762,37528.81,5
7522,0,0,0,9766.938333,58601.63,6
7523,0,0,0,25646.69,51868.28,5
7524,0,0,0,9777.55,58772.6,6
7525,0,0,0,3330.015,13320.06,4
7526,1,0,0,,,0
7527,0,0,0,4113.37,12480.11,4
7528,1,0,1,2692.3559999999998,13461.78,5
7529,0,0,0,,,0
7530,1,0,0,1842.6666670000002,5799.9,4
7531,0,0,0,4146.68,20784.6,5
7532,0,0,1,7014.056667,42084.34,6
7533,0,0,1,7058.373333,21300.13,4
7534,0,0,0,450.0,900.0,2
7535,0,0,0,5482.228,27933.14,5
7536,0,0,0,9896.785,39761.64,5
7537,0,0,0,1397.905,2795.81,2
7538,0,0,0,1581.87,3163.74,2
7539,0,0,0,604.7959999999999,3352.41,5
7540,0,0,0,36185.11167,227278.67,6
7541,0,0,0,4067.905,24925.43,6
7542,0,0,0,22086.21,110431.05,5
7543,0,0,0,10500.0,31375.7,5
7544,0,0,0,4143.0,12429.0,3
7545,1,0,1,5508.7,33052.2,6
7546,0,0,0,1990.4,1990.4,1
7547,1,0,1,1362.94,5451.76,4
7548,1,0,0,2614.018,13070.09,5
7549,0,0,0,84.7,84.7,1
7550,1,0,0,11250.0,22500.0,2
7551,0,0,0,5781.48,34688.88,6
7552,0,0,0,700.0,1657.0,2
7553,0,0,0,1428.575,2857.15,2
7554,1,0,0,,,0
7555,0,0,0,5151.446667,31998.68,6
7556,0,0,0,,,0
7557,0,0,0,803.12,803.12,1
7558,0,0,0,,2337.86,1
7559,0,0,1,,,0
7560,0,0,0,5683.963333,34103.78,6
7561,1,0,0,102.2675,1421.57,5
7562,0,0,0,2175.56,10877.8,5
7563,0,0,0,5205.178333,31310.07,6
7564,1,0,0,,,0
7565,0,0,0,167.54,391.54,2
7566,0,0,0,6188.1825,25306.63,5
7567,0,0,0,1000.0,1300.0,2
7568,1,0,1,,,0
7569,0,0,0,,,0
7570,1,0,0,338.4,1843.45,5
7571,0,0,0,,,0
7572,0,0,0,,,0
7573,0,0,0,4707.306667,28243.84,6
7574,0,0,0,1142.0,6224.97,6
7575,1,0,1,1844.89,3700.0,2
7576,0,0,0,,,0
7577,0,0,0,70176.562,351839.81,6
7578,0,0,0,5431.0,21724.0,4
7579,0,0,0,554.9166667000001,4370.2,6
7580,0,0,0,690.06,3609.89,5
7581,1,0,0,220.61333330000002,776.84,4
7582,0,0,0,,,0
7583,0,0,0,,,0
7584,0,0,0,868.27,2604.81,3
7585,0,0,0,4751.82,23759.1,5
7586,0,0,0,7037.09,7037.09,1
7587,0,0,0,,,0
7588,0,0,0,350.0,1574.3,3
7589,0,0,0,1939.0,11634.0,6
7590,0,0,0,2046.45,10327.5,5
7591,0,0,1,9942.212,49711.06,5
7592,1,0,0,1700.0,3400.0,2
7593,0,0,0,3837.52,19447.6,5
7594,1,0,1,,,0
7595,0,0,0,98.0,98.0,1
7596,0,0,0,1637.918,8189.59,5
7597,0,0,0,1730.108,16812.04,5
7598,0,0,1,,,0
7599,0,0,0,716.0,716.0,1
7600,0,0,0,,,0
7601,1,0,0,520.35,1040.7,2
7602,1,0,0,,,0
7603,0,0,0,,,0
7604,0,0,1,1688.71,1688.71,1
7605,1,0,0,2699.0,16194.0,6
7606,0,0,1,26473.695,167486.11,6
7607,0,0,0,1919.91,3839.82,2
7608,1,0,0,7545.155,46024.92,6
7609,0,0,0,,,0
7610,0,0,0,3283.533333,9850.6,3
7611,1,0,1,3974.0,19870.0,5
7612,1,0,0,31918.6775,129484.31,6
7613,0,0,0,3717.208333,22303.25,6
7614,1,0,0,1209.2,6046.0,5
7615,0,0,0,500.0,500.0,1
7616,0,0,0,1770.2733329999999,10621.64,6
7617,0,0,0,,,0
7618,0,0,0,923.3333332999998,2770.0,3
7619,0,0,0,2628.25,7884.75,3
7620,1,0,1,1760.7266670000001,10564.36,6
7621,0,0,0,,,0
7622,1,0,0,,,0
7623,0,0,1,1475.576,8125.88,6
7624,1,0,0,,,0
7625,0,0,0,1251.165,6599.89,6
7626,0,0,1,6218.31,18654.93,3
7627,0,0,0,9386.555,56319.33,6
7628,0,0,0,1492.266667,4476.8,3
7629,0,0,0,1000.0,1000.0,1
7630,1,0,0,8627.286,43536.43,5
7631,0,0,0,,280.0,1
7632,0,0,1,1954.7,10151.5,6
7633,0,0,1,3123.5,18741.0,6
7634,0,0,0,7083.713333,42552.68,6
7635,0,0,0,11927.96167,84855.77,6
7636,1,0,0,,,0
7637,1,0,0,28455.694,142278.47,5
7638,0,0,0,,3880.0,2
7639,0,0,0,,8289.0,2
7640,0,0,0,,,0
7641,0,0,0,1634.5,6865.4,4
7642,0,0,0,,,0
7643,1,0,1,,4900.0,2
7644,0,0,0,,,0
7645,0,0,0,2497.2,9988.8,4
7646,0,0,0,409.3,1935.41,3
7647,0,0,0,994.5,7094.5,2
7648,0,0,0,3158.333333,9575.0,4
7649,0,0,1,56044.802,325995.02,6
7650,0,0,1,2352.738,11763.69,5
7651,0,0,0,33057.904,167239.52,6
7652,0,0,1,328.11,4442.0,6
7653,0,0,0,476.0,2606.0,4
7654,0,0,0,,1355.68,1
7655,0,0,1,2007.0,12042.0,6
7656,0,0,0,500.0,500.0,1
7657,1,0,0,,,0
7658,0,0,0,1062.0,2124.0,2
7659,1,0,0,12615.46833,76118.81,6
7660,0,0,0,5985.83,35914.98,6
7661,0,0,0,5005.4,10078.99,3
7662,1,0,1,47762.78599999999,239012.93,6
7663,1,0,1,5794.996667,34832.38,6
7664,0,0,1,,,0
7665,0,0,0,4735.77,13044.54,6
7666,0,0,0,897.63,3590.52,4
7667,0,0,0,17049.12833,102294.77,6
7668,0,0,0,,3769.29,4
7669,0,0,0,699.0,945.8,2
7670,0,0,0,,,0
7671,0,0,0,11179.41,90635.88,6
7672,0,0,0,,,0
7673,0,0,0,2147.375,8916.98,6
7674,1,0,1,543.0,543.0,1
7675,0,0,0,7519.75,30079.0,4
7676,1,0,0,251.28,502.56,2
7677,0,0,0,,,0
7678,0,0,0,,,0
7679,0,0,1,,,0
7680,0,0,0,2958.78,14793.9,5
7681,0,0,0,1500.0,10000.0,1
7682,0,0,0,1975.3,8900.6,3
7683,0,0,0,1360.5,2721.01,3
7684,1,0,0,7290.41,43742.46,6
7685,0,0,0,1550.0,3100.0,2
7686,1,0,0,2731.966667,16446.8,6
7687,0,0,0,3356.2666670000003,10068.8,3
7688,0,0,0,2950.42,12240.68,5
7689,0,0,0,,,0
7690,1,0,0,,173.0,1
7691,0,0,0,1907.0,1907.0,1
7692,0,0,0,295.2,295.2,1
7693,0,0,0,1833.6666670000002,12416.0,6
7694,0,0,1,600.0,730.0,1
7695,0,0,0,,,0
7696,0,0,1,22901.572,114758.86,6
7697,0,0,1,8241.666667,49450.0,6
7698,0,0,1,270.0,270.0,1
7699,0,0,0,7369.5,44217.0,6
7700,1,0,1,4174.733333,25658.4,6
7701,1,0,0,,,0
7702,0,0,0,500.0,500.0,1
7703,0,0,0,,,0
7704,1,0,0,,1500.0,2
7705,0,0,1,,,0
7706,1,0,1,,,0
7707,0,0,0,221.0,6938.0,3
7708,0,0,0,990.8925,3963.57,4
7709,0,0,0,6113.03,36678.18,6
7710,0,0,0,4988.125,36454.36,6
7711,0,0,1,7689.593333,46137.56,6
7712,0,0,0,2043.205,8380.72,5
7713,0,0,0,,,0
7714,0,0,0,21315.40333,127892.42,6
7715,0,0,0,672.71,1345.42,2
7716,0,0,0,20061.748330000002,120370.49,6
7717,1,0,0,,,0
7718,0,0,0,25100.255,170371.47,6
7719,0,0,0,,199.87,1
7720,0,0,0,,106.0,1
7721,0,0,1,3559.33,10993.99,4
7722,1,0,0,,117.0,1
7723,0,0,0,22174.158330000002,133044.95,6
7724,0,0,0,4106.4133329999995,24638.48,6
7725,1,0,1,922.0,1107.0,2
7726,1,0,0,,,0
7727,1,0,1,,,0
7728,0,0,0,997818.84,997818.84,1
7729,1,0,1,7491.0,44946.0,6
7730,0,0,0,2258.5,56708.9,6
7731,1,0,0,,,0
7732,0,0,0,15436.85,93160.97,6
7733,0,0,0,,,0
7734,0,0,0,1690.25,3380.5,2
7735,1,0,0,6753.416667,40520.5,6
7736,0,0,0,4535.8675,18143.47,4
7737,0,0,0,,,0
7738,0,0,0,2515.0,10060.0,4
7739,1,0,0,19519.02,117114.12,6
7740,0,0,0,6714.81,40288.86,6
7741,0,0,1,567.5333333,1702.6,3
7742,1,0,1,5179.354,25896.77,5
7743,0,0,0,2325.466667,13952.8,6
7744,0,0,1,3106.61,4354.11,5
7745,0,0,0,2319.0,9628.4,3
7746,0,0,0,2224.333333,13346.0,6
7747,0,0,0,3389.566667,10168.7,3
7748,1,0,0,613.9,613.9,1
7749,1,0,1,340.352,3682.18,5
7750,0,0,0,4614.51,27687.06,6
7751,0,0,0,3597.05,21582.3,6
7752,1,0,1,1000.0,1547.5,3
7753,0,0,0,510.35,1020.7,2
7754,0,0,0,,,0
7755,0,0,0,2173.896,10869.48,5
7756,0,0,0,15363.16167,92221.7,6
7757,0,0,0,,643.9,2
7758,1,0,0,2033.3333329999998,6100.0,3
7759,0,0,0,687.1933333,2557.58,4
7760,0,0,0,1402.0,12779.0,6
7761,0,0,0,,,0
7762,0,0,1,415.995,831.99,2
7763,0,0,0,,851.6,5
7764,0,0,0,1773.5666670000003,5320.7,3
7765,0,0,0,1002.9,1002.9,1
7766,0,0,0,,17.2,1
7767,0,0,0,12211.11167,73266.67,6
7768,0,0,0,,,0
7769,1,0,0,1225.7925,4903.17,4
7770,0,0,0,11648.58167,70641.49,6
7771,0,0,0,,,0
7772,1,0,0,1617.632,8736.16,5
7773,0,0,0,1388.3,2776.6,2
7774,0,0,0,566.05,1132.1,2
7775,0,0,0,6927.543333,43221.77,6
7776,0,0,1,1134.655,2269.31,2
7777,0,0,1,3236.515,13446.06,5
7778,0,0,0,,,0
7779,0,0,0,582.29,582.29,1
7780,1,0,0,,,0
7781,0,0,0,4393.306,32466.53,5
7782,1,0,1,1189.805,2379.61,2
7783,0,0,0,196.11,588.33,3
7784,1,0,0,3614.48,21686.88,6
7785,0,0,1,3209.97,12839.88,4
7786,1,0,0,,,0
7787,0,0,1,857.6433332999999,5336.86,6
7788,0,0,0,1492.51,3484.02,2
7789,0,0,0,526.0,526.0,1
7790,0,0,0,,500.0,1
7791,1,0,0,5364.96,26824.8,5
7792,1,0,0,,914.2,2
7793,0,0,0,8452.996667,50717.98,6
7794,0,0,0,4448.25,8996.5,3
7795,0,0,0,1469.0,3167.0,4
7796,1,0,1,,156.7,1
7797,1,0,0,,,0
7798,0,0,0,1821.6466670000002,11520.48,6
7799,0,0,0,552.33,552.33,1
7800,1,0,1,7681.963333,46491.78,6
7801,0,0,0,8338.05,54389.3,6
7802,0,0,0,,13825.32,3
7803,0,0,0,7545.856,37729.28,5
7804,0,0,0,4610.033332999999,18488.1,3
7805,1,0,0,,16.96,1
7806,0,0,0,68552.535,274788.54,5
7807,0,0,0,,,0
7808,0,0,0,1688.715,4076.43,3
7809,0,0,0,11483.854,57419.27,5
7810,0,0,0,,,0
7811,0,0,0,187.4666667,900.87,5
7812,0,0,1,140.68,422.04,3
7813,0,0,0,4545.505,27273.03,6
7814,0,0,1,3156.688,15783.44,5
7815,0,0,0,855.3333332999998,2566.01,4
7816,0,0,0,22303.783330000002,133822.7,6
7817,0,0,1,,,0
7818,0,0,0,9244.001667,55464.01,6
7819,0,0,0,2145.1166670000002,15470.7,6
7820,1,0,0,1560.325,3120.65,2
7821,0,0,0,3242.066667,19452.4,6
7822,0,0,0,14597.99,58391.96,4
7823,0,0,0,1329.8,2659.6,2
7824,0,0,1,8269.992,41409.21,6
7825,0,0,1,2307.0,30531.53,6
7826,1,0,0,113.765,455.53,3
7827,0,0,0,,,0
7828,0,0,0,500.0,500.0,1
7829,0,0,0,14500.41,87002.46,6
7830,1,0,0,,953.0,1
7831,0,0,0,,,0
7832,0,0,0,2576.603333,7729.81,3
7833,1,0,1,5344.536667,32067.22,6
7834,1,0,1,992.0,992.0,1
7835,0,0,0,,,0
7836,0,0,0,3731.25,22481.41,6
7837,0,0,0,3886.88,23321.28,6
7838,0,0,0,3869.6,19348.0,5
7839,0,0,0,218.0,436.0,2
7840,0,0,0,6670.0,20102.7,5
7841,1,0,0,1852.8333329999998,5558.5,3
7842,1,0,0,5442.15,7867.15,2
7843,0,0,0,1114.0,4456.0,4
7844,0,0,0,,,0
7845,1,0,0,5714.55,34287.3,6
7846,0,0,0,1173.21,7321.44,5
7847,0,0,0,1216.25,4865.0,4
7848,0,0,1,975.5,975.5,1
7849,1,0,0,2133.333333,6400.0,3
7850,0,0,0,231098.96,1387224.27,6
7851,0,0,0,49239.078330000004,295434.47,6
7852,0,0,0,2724.9,13624.5,5
7853,0,0,0,7305.594,36827.97,5
7854,0,0,0,6679.5,40077.0,6
7855,0,0,0,3807.176,19035.88,5
7856,0,0,1,,,0
7857,0,0,0,2593.5633329999996,7780.69,3
7858,0,0,0,,,0
7859,0,0,1,1830.5179999999998,9152.59,5
7860,0,0,0,617.8333332999999,37194.58,4
7861,0,0,0,2445.44,8390.86,4
7862,1,0,1,5626.6025,23544.41,5
7863,0,0,0,13433.333330000001,80600.0,6
7864,1,0,0,5119.872,25599.36,5
7865,0,0,0,16606.0,16986.0,2
7866,0,0,0,3282.5,6565.0,2
7867,0,0,0,,,0
7868,0,0,0,2680.78,5361.56,2
7869,0,0,0,,2602.0,1
7870,0,0,0,,699.0,1
7871,1,0,0,,163461.98,6
7872,0,0,0,29325.115,175950.69,6
7873,0,0,0,6329.55,26071.0,5
7874,1,0,1,,,0
7875,0,0,0,1500.0,1500.0,1
7876,0,0,0,2788.475,14453.9,5
7877,0,0,0,533.3333333,1600.0,3
7878,1,0,1,326.3333333,1412.49,5
7879,0,0,0,,333.0,1
7880,0,0,0,1564.44,3128.88,2
7881,1,0,0,270.03,540.06,2
7882,0,0,0,2349.78,2349.78,1
7883,0,0,0,41.25,165.0,4
7884,0,0,0,,,0
7885,0,0,0,217.68,280.58,2
7886,0,0,0,7584.022,38345.11,6
7887,0,0,0,3687.07,18998.85,6
7888,0,0,0,947.28,947.28,1
7889,0,0,0,3409.4975,13637.99,4
7890,0,0,0,604.15,36415.34,3
7891,0,0,0,490.99,1963.96,4
7892,0,0,0,1535.04,3070.08,2
7893,1,0,1,,,0
7894,1,0,1,,,0
7895,0,0,0,1995.965,3991.93,2
7896,1,0,0,,755.0,4
7897,0,0,0,,,0
7898,0,0,0,,1050.0,1
7899,0,0,0,,200.0,1
7900,0,0,0,,,0
7901,1,0,1,1872.5,3745.0,2
7902,0,0,0,2012.0433329999998,6036.13,3
7903,0,0,0,22996.01333,137976.08,6
7904,0,0,0,,,0
7905,0,0,0,,,0
7906,0,0,0,5412.883333,32477.3,6
7907,0,0,0,796.9,796.9,1
7908,0,0,0,750.0,750.0,1
7909,0,0,0,2596.765,10387.06,4
7910,1,0,1,,,0
7911,1,0,0,5565.183333,16695.55,3
7912,0,0,0,5458.333333,25340.0,4
7913,0,0,0,19903.115,42031.23,5
7914,0,0,0,,,0
7915,0,0,0,,,0
7916,1,0,0,,524.0,1
7917,0,0,0,12450.84,12450.84,1
7918,1,0,1,11803.6,60119.0,5
7919,1,0,0,0.07,0.07,1
7920,0,0,1,991.0,11698.0,3
7921,0,0,0,1500.0,3000.0,2
7922,1,0,0,,,0
7923,0,0,0,,,0
7924,1,0,0,3507.083333,21042.5,6
7925,0,0,0,10008.20833,60049.25,6
7926,0,0,0,,,0
7927,0,0,0,,,0
7928,1,0,0,,,0
7929,0,0,0,1382.763333,4148.29,3
7930,0,0,0,6013.75,36082.5,6
7931,0,0,0,3939.228333,23635.37,6
7932,0,0,0,,1115.0,2
7933,0,0,0,3031.1,20511.46,6
7934,1,0,0,3340.12,16700.6,5
7935,0,0,0,947.75,3791.0,4
7936,0,0,0,234.7,1050.53,3
7937,0,0,0,84.405,542.52,4
7938,1,0,0,5541.416667,38668.5,6
7939,0,0,0,4049.163333,12147.49,3
7940,1,0,0,13771.9,68877.6,5
7941,1,0,1,,15517.04,5
7942,0,0,0,,,0
7943,1,0,1,827.5,1655.0,2
7944,1,0,0,,18.0,1
7945,0,0,0,3631.75,21790.5,6
7946,0,0,0,4463.42,24317.1,5
7947,1,0,1,,,0
7948,1,0,1,4251.0,21255.0,5
7949,0,0,0,,,0
7950,0,0,0,694.98,1722.96,3
7951,1,0,1,10787.393999999998,53936.97,5
7952,0,0,1,974.295,1948.59,2
7953,0,0,0,2831.555,5779.21,4
7954,1,0,0,4699.138,23495.69,5
7955,0,0,0,,,0
7956,1,0,0,2664.0,10656.0,4
7957,0,0,0,,,0
7958,0,0,0,,,0
7959,0,0,0,13215.625,79293.75,6
7960,0,0,0,,,0
7961,0,0,0,,,0
7962,1,0,0,1907.401667,11600.41,6
7963,0,0,0,7868.798333,47212.79,6
7964,0,0,1,13948.743330000001,83692.46,6
7965,0,0,0,7212.4375,30113.99,6
7966,0,0,0,3346.8,13387.2,4
7967,0,0,0,,,0
7968,0,0,0,10333.936670000001,62003.63,6
7969,0,0,0,888.0,1061.12,2
7970,0,0,0,605.0,1210.0,2
7971,0,0,0,2112.95,4380.15,3
7972,0,0,0,,,0
7973,0,0,0,1980.0,1980.0,1
7974,0,0,0,3085.1533329999997,9255.46,3
7975,0,0,0,820.0,1845.0,2
7976,0,0,0,49.38,2201.8,4
7977,0,0,0,2858.426667,8713.28,4
7978,0,1,0,1559.9,6643.81,4
7979,1,0,1,189.94,189.94,1
7980,0,0,0,2297.32,6891.96,3
7981,0,0,0,5555.905,33335.43,6
7982,1,0,0,3683.7,14734.8,4
7983,1,0,0,,,0
7984,0,0,0,1099.8,5746.7,6
7985,0,0,0,943.7033332999998,3181.11,4
7986,0,0,0,12029.0,12238.0,2
7987,1,0,1,3421.264,17106.32,5
7988,1,0,0,516.87,5900.43,1
7989,0,0,0,1206.08,2412.16,2
7990,0,0,0,,,0
7991,1,0,1,6763.41,33817.05,5
7992,0,0,0,12190.90833,73145.45,6
7993,1,0,1,1100.0,1100.0,1
7994,1,0,0,,159.0,1
7995,1,0,0,40425.31667,121451.75,4
7996,0,0,0,,,0
7997,0,0,0,1000.0,2000.0,2
7998,0,0,0,,,0
7999,1,0,0,,,0
8000,0,0,0,47431.05,288859.3,6
8001,0,0,0,1319.88,6844.4,6
8002,0,0,0,3372.291667,20233.75,6
8003,0,0,0,2457.07,9828.28,4
8004,1,0,0,1116.666667,4530.3,5
8005,0,0,0,13724.32,82345.92,6
8006,1,0,1,1945.0,8113.0,5
8007,0,0,0,650.06,650.06,1
8008,0,0,0,6248.39,31241.95,5
8009,0,0,0,,,0
8010,0,0,0,,,0
8011,0,0,0,,,0
8012,0,0,0,12615.825,75694.95,6
8013,1,0,0,553.92,930.75,3
8014,0,0,0,7992.891667,52100.35,6
8015,1,0,0,,,0
8016,0,0,0,,1065.0,1
8017,1,0,0,3404.783333,20428.7,6
8018,0,0,1,,,0
8019,1,0,0,861.785,1723.57,2
8020,0,0,0,7494.923333,22484.77,3
8021,0,0,0,1748.536667,5245.61,3
8022,1,0,0,3757.9,7641.8,3
8023,1,0,1,2916.96,11667.84,4
8024,0,0,0,,,0
8025,1,0,1,4212.916667,14220.55,4
8026,1,0,0,3060.0,6544.2,3
8027,0,0,0,58424.002,292120.01,5
8028,0,0,1,23.84,23.84,1
8029,0,0,0,800.0,800.0,1
8030,0,0,0,1457.4,3009.8,3
8031,0,0,0,5815.2,29139.0,5
8032,0,0,0,5735.273333,34411.64,6
8033,0,0,0,,144.5,1
8034,0,0,0,,,0
8035,1,0,1,10596.8975,42387.59,4
8036,0,0,0,28504.5,57009.0,2
8037,0,0,0,,,0
8038,0,0,0,1000.0,1000.0,1
8039,0,0,0,406.6666667,1220.0,3
8040,0,0,0,,668.1,2
8041,0,0,0,4033.666667,12456.6,5
8042,0,0,0,1195.333333,7172.0,6
8043,0,0,0,3128.2133329999997,22832.28,6
8044,1,0,0,3.97,6603.97,2
8045,0,0,0,4869.7075,19478.83,4
8046,0,0,0,3133.8920000000003,15669.46,5
8047,0,0,0,,,0
8048,0,0,1,3099.0,3099.0,1
8049,0,0,0,500.0,500.0,1
8050,0,0,0,990.1,1980.2,2
8051,1,0,1,850.0,2350.0,2
8052,1,0,0,31104.16833,186625.01,6
8053,0,0,0,,,0
8054,0,0,1,,,0
8055,0,0,0,,,0
8056,0,0,0,,540.0,3
8057,0,0,0,,620.0,1
8058,0,0,0,,,0
8059,0,0,1,88462.3,442622.8,6
8060,0,0,0,,80.7,1
8061,0,0,0,,,0
8062,0,0,0,1960.34,3920.68,2
8063,0,0,0,744.0,744.0,1
8064,1,0,0,1597.0,4791.0,3
8065,0,0,0,2743.303333,17280.82,6
8066,0,0,0,,,0
8067,0,0,0,4729.2,28375.2,6
8068,0,0,0,8273.603333,49913.38,6
8069,0,0,0,5944.128000000001,29731.94,6
8070,0,0,1,1015.706667,3047.12,3
8071,0,0,0,3029.25,13117.0,5
