商品名,用户编号,购买数量,购买日期,购买单价
GP,363fe65ba7,3,2021/1/27,598
GP,363fe65ba7,4,2021/9/11,598
GP,363fe65ba7,2,2021/1/2,598
GP,363fe65ba7,3,2021/9/13,598
GP,363fe65ba7,4,2021/5/4,598
GP,363fe65ba7,1,2021/8/13,598
GP,4e3b30dea,4,2021/9/13,598
GP,4e3b30dea,2,2021/8/23,598
GP,4e3b30dea,4,2021/4/22,598
GP,4e3b30dea,1,2021/7/22,598
GP,4e3b30dea,3,2021/1/8,598
GP,4e3b30dea,1,2021/9/22,598
GP,4e3b30dea,1,2021/8/6,598
GP,4e3b30dea,1,2021/8/5,598
GP,4e3b30dea,4,2021/2/25,598
GP,4e3b30dea,2,2021/1/14,598
GP,15a73c7112,2,2021/2/13,598
GP,15a73c7112,4,2021/2/18,598
GP,15a73c7112,4,2021/5/9,598
GP,15a73c7112,2,2021/7/21,598
GP,15a73c7112,1,2021/1/19,598
GP,15a73c7112,4,2021/9/22,598
GP,15a73c7112,2,2021/1/27,598
GP,15a73c7112,1,2021/7/18,598
GP,15a73c7112,4,2021/7/7,598
GP,15a73c7112,1,2021/5/8,598
GP,a5c6894b9,2,2021/7/19,598
GP,a5c6894b9,1,2021/3/18,598
GP,a5c6894b9,2,2021/1/7,598
GP,a5c6894b9,4,2021/8/5,598
GP,a5c6894b9,2,2021/5/8,598
GP,a5c6894b9,2,2021/9/26,598
GP,a5c6894b9,1,2021/9/16,598
GP,a5c6894b9,4,2021/1/24,598
GP,a5c6894b9,4,2021/4/19,598
GP,a5c6894b9,1,2021/3/24,598
GP,214b78a704,2,2021/3/12,598
GP,214b78a704,4,2021/9/2,598
GP,214b78a704,1,2021/7/9,598
GP,214b78a704,2,2021/9/15,598
GP,214b78a704,2,2021/1/17,598
GP,214b78a704,4,2021/3/12,598
GP,214b78a704,2,2021/2/7,598
GP,214b78a704,1,2021/9/17,598
GP,214b78a704,1,2021/5/12,598
GP,214b78a704,4,2021/8/6,598
GP,eab18d23a,1,2021/9/16,598
GP,eab18d23a,1,2021/9/17,598
GP,eab18d23a,1,2021/8/18,598
GP,eab18d23a,2,2021/9/14,598
GP,eab18d23a,4,2021/2/16,598
GP,eab18d23a,2,2021/2/20,598
GP,eab18d23a,4,2021/9/1,598
GP,eab18d23a,4,2021/7/22,598
GP,eab18d23a,1,2021/6/27,598
GP,eab18d23a,1,2021/8/29,598
GP,5e10f52d56,4,2021/9/18,598
GP,5e10f52d56,2,2021/8/29,598
GP,5e10f52d56,1,2021/9/22,598
GP,5e10f52d56,4,2021/8/28,598
GP,5e10f52d56,1,2021/8/26,598
GP,5e10f52d56,2,2021/8/27,598
GP,5e10f52d56,1,2021/8/22,598
GP,5e10f52d56,1,2021/8/31,598
GP,baf6953358,1,2021/9/1,598
GP,baf6953358,1,2021/9/7,598
GP,baf6953358,1,2021/9/6,598
GP,baf6953358,1,2021/8/24,598
GP,baf6953358,1,2021/9/10,598
GP,baf6953358,1,2021/9/6,598
GP,baf6953358,1,2021/9/6,598
GP,baf6953358,4,2021/9/5,598
GP,baf6953358,3,2021/9/9,598
GP,baf6953358,4,2021/8/24,598
GP,72c92d621b,4,2021/9/18,598
GP,72c92d621b,4,2021/9/17,598
GP,72c92d621b,3,2021/9/13,598
GP,72c92d621b,2,2021/9/10,598
GP,72c92d621b,3,2021/9/17,598
GP,72c92d621b,1,2021/1/8,598
GP,72c92d621b,1,2021/9/21,598
GP,72c92d621b,2,2021/8/31,598
GP,72c92d621b,1,2021/9/2,598
GP,98457a19a4,3,2021/9/8,598
GP,98457a19a4,2,2021/8/22,598
GP,98457a19a4,1,2021/9/3,598
GP,98457a19a4,3,2021/8/29,598
GP,98457a19a4,2,2021/9/27,598
GP,98457a19a4,2,2021/8/29,598
GP,98457a19a4,3,2021/9/1,598
GP,98457a19a4,1,2021/9/1,598
GP,98457a19a4,4,2021/1/8,598
GP,468c3aa12b,1,2021/9/12,598
GP,468c3aa12b,2,2021/8/25,598
GP,468c3aa12b,1,2021/9/6,598
GP,468c3aa12b,1,2021/9/23,598
GP,468c3aa12b,2,2021/9/5,598
GP,468c3aa12b,3,2021/9/11,598
GP,468c3aa12b,3,2021/9/21,598
GP,468c3aa12b,4,2021/9/8,598
GP,468c3aa12b,3,2021/9/5,598
GP,6978eddc64,1,2021/8/27,598
GP,6978eddc64,1,2021/9/13,598
GP,6978eddc64,2,2021/9/17,598
GP,6978eddc64,1,2021/9/17,598
GP,6978eddc64,4,2021/3/11,598
GP,6978eddc64,1,2021/8/25,598
GP,6978eddc64,1,2021/8/24,598
GP,6978eddc64,4,2021/9/27,598
GP,2f43c14c0d,4,2021/8/29,598
GP,2f43c14c0d,1,2021/9/10,598
GP,2f43c14c0d,3,2021/9/10,598
GP,2f43c14c0d,2,2021/9/9,598
GP,2f43c14c0d,1,2021/9/7,598
GP,2f43c14c0d,3,2021/8/24,598
GP,2f43c14c0d,4,2021/8/28,598
GP,2f43c14c0d,1,2021/9/9,598
GP,2f43c14c0d,4,2021/9/25,598
GP,cb42e78479,1,2021/9/8,598
GP,cb42e78479,2,2021/9/13,598
GP,cb42e78479,2,2021/8/29,598
GP,cb42e78479,1,2021/8/27,598
GP,cb42e78479,1,2021/9/26,598
GP,cb42e78479,1,2021/9/2,598
GP,cb42e78479,4,2021/9/15,598
GP,cb42e78479,1,2021/9/15,598
GP,3f9014f3c1,1,2021/9/21,598
GP,3f9014f3c1,2,2021/8/26,598
GP,3f9014f3c1,1,2021/9/17,598
GP,3f9014f3c1,2,2021/8/29,598
GP,3f9014f3c1,4,2021/9/2,598
GP,3f9014f3c1,1,2021/9/22,598
GP,3f9014f3c1,4,2021/9/15,598
GP,3f9014f3c1,2,2021/9/22,598
GP,3f9014f3c1,1,2021/9/1,598
GP,2a9ba80dc7,1,2021/9/25,598
GP,2a9ba80dc7,2,2021/8/24,598
GP,2a9ba80dc7,1,2021/9/19,598
GP,2a9ba80dc7,1,2021/9/9,598
GP,2a9ba80dc7,1,2021/9/14,598
GP,2a9ba80dc7,4,2021/9/24,598
GP,2a9ba80dc7,4,2021/9/15,598
GP,2a9ba80dc7,3,2021/9/12,598
GP,2a9ba80dc7,1,2021/9/23,598
GP,363fe52a97,1,2021/9/7,598
GP,363fe52a97,2,2021/9/26,598
GP,363fe52a97,1,2021/9/10,598
GP,363fe52a97,4,2021/8/31,598
GP,363fe52a97,1,2021/9/19,598
GP,363fe52a97,1,2021/9/7,598
GP,363fe52a97,1,2021/9/7,598
GP,363fe52a97,4,2021/9/13,598
GP,363fe52a97,3,2021/9/3,598
GP,10ff2446f5,1,2021/9/2,598
GP,10ff2446f5,1,2021/9/28,598
GP,10ff2446f5,1,2021/9/2,598
GP,10ff2446f5,1,2021/8/28,598
GP,10ff2446f5,2,2021/8/31,598
GP,10ff2446f5,1,2021/9/25,598
GP,10ff2446f5,4,2021/9/22,598
GP,10ff2446f5,1,2021/9/18,598
GP,10ff2446f5,1,2021/9/3,598
GP,10ff2446f5,3,2021/8/31,598
GP,5dd4b26c82,2,2021/9/9,598
GP,5dd4b26c82,4,2021/8/22,598
GP,5dd4b26c82,1,2021/8/28,598
GP,5dd4b26c82,3,2021/9/16,598
GP,5dd4b26c82,1,2021/9/3,598
GP,5dd4b26c82,1,2021/9/21,598
GP,5dd4b26c82,1,2021/9/15,598
GP,5dd4b26c82,1,2021/9/16,598
GP,5dd4b26c82,3,2021/8/27,598
GP,5dd4b26c82,4,2021/8/30,598
GP,2847ac6fbb,3,2021/9/9,598
GP,2847ac6fbb,3,2021/9/16,598
GP,2847ac6fbb,4,2021/8/27,598
GP,2847ac6fbb,2,2021/9/5,598
GP,2847ac6fbb,1,2021/9/9,598
GP,2847ac6fbb,1,2021/8/22,598
GP,2847ac6fbb,1,2021/8/26,598
GP,2847ac6fbb,1,2021/9/20,598
GP,2847ac6fbb,1,2021/9/19,598
GP,2847ac6fbb,1,2021/9/16,598
GP,c69ad07d61,1,2021/9/1,598
GP,c69ad07d61,3,2021/9/4,598
GP,c69ad07d61,1,2021/8/22,598
GP,c69ad07d61,1,2021/8/26,598
GP,c69ad07d61,4,2021/9/28,598
GP,c69ad07d61,2,2021/8/28,598
GP,c69ad07d61,4,2021/8/22,598
GP,c69ad07d61,1,2021/9/18,598
GP,c69ad07d61,3,2021/8/29,598
GP,c69ad07d61,3,2021/9/12,598
GP,56d88d7f49,1,2021/3/11,598
GP,56d88d7f49,4,2021/9/5,598
GP,56d88d7f49,2,2021/8/26,598
GP,56d88d7f49,1,2021/9/3,598
GP,56d88d7f49,1,2021/9/10,598
GP,56d88d7f49,4,2021/9/22,598
GP,56d88d7f49,1,2021/9/23,598
GP,56d88d7f49,1,2021/9/6,598
GP,56d88d7f49,4,2021/9/1,598
GP,a85633c7f3,1,2021/9/6,598
GP,a85633c7f3,1,2021/9/12,598
GP,a85633c7f3,1,2021/9/19,598
GP,a85633c7f3,1,2021/9/21,598
GP,a85633c7f3,1,2021/9/7,598
GP,a85633c7f3,1,2021/8/27,598
GP,a85633c7f3,2,2021/8/23,598
GP,a85633c7f3,2,2021/9/20,598
GP,a85633c7f3,4,2021/9/26,598
GP,a15a0ef293,4,2021/9/6,598
GP,a15a0ef293,2,2021/9/8,598
GP,a15a0ef293,2,2021/8/30,598
GP,a15a0ef293,4,2021/9/15,598
GP,a15a0ef293,1,2021/9/27,598
GP,a15a0ef293,4,2021/9/8,598
GP,a15a0ef293,2,2021/9/11,598
GP,a15a0ef293,1,2021/8/28,598
GP,a15a0ef293,2,2021/9/12,598
GP,70751164f4,3,2021/9/11,598
GP,70751164f4,2,2021/8/24,598
GP,70751164f4,3,2021/9/14,598
GP,70751164f4,4,2021/9/7,598
GP,70751164f4,2,2021/9/5,598
GP,70751164f4,1,2021/9/13,598
GP,70751164f4,1,2021/9/12,598
GP,70751164f4,1,2021/9/16,598
GP,baf6948208,4,2021/8/31,598
GP,baf6948208,1,2021/9/17,598
GP,baf6948208,2,2021/8/23,598
GP,baf6948208,4,2021/9/12,598
GP,baf6948208,4,2021/8/23,598
GP,baf6948208,4,2021/8/28,598
GP,baf6948208,3,2021/9/9,598
GP,baf6948208,1,2021/9/15,598
GP,baf6948208,4,2021/3/29,598
GP,25f3919026,2,2021/9/3,598
GP,25f3919026,2,2021/9/10,598
GP,25f3919026,4,2021/8/22,598
GP,25f3919026,4,2021/9/13,598
GP,25f3919026,2,2021/8/27,598
GP,25f3919026,1,2021/9/8,598
GP,25f3919026,1,2021/9/2,598
GP,25f3919026,1,2021/8/31,598
GP,25f3919026,4,2021/9/7,598
GP,c446c3b27a,3,2021/9/12,598
GP,c446c3b27a,1,2021/9/8,598
GP,c446c3b27a,1,2021/9/12,598
GP,c446c3b27a,4,2021/9/1,598
GP,c446c3b27a,2,2021/8/28,598
GP,c446c3b27a,4,2021/9/12,598
GP,c446c3b27a,1,2021/9/17,598
GP,c446c3b27a,3,2021/9/4,598
GP,c446c3b27a,3,2021/9/2,598
GP,c446c3b27a,1,2021/9/11,598
GP,80c1667664,2,2021/8/27,598
GP,80c1667664,2,2021/8/31,598
GP,80c1667664,4,2021/8/28,598
GP,80c1667664,1,2021/9/1,598
GP,80c1667664,3,2021/9/1,598
GP,80c1667664,1,2021/8/31,598
GP,80c1667664,4,2021/9/8,598
GP,80c1667664,3,2021/8/29,598
GP,80c1667664,3,2021/8/25,598
GP,80c1667664,2,2021/9/23,598
GP,44382d3aca,4,2021/9/22,598
GP,44382d3aca,1,2021/9/10,598
GP,44382d3aca,4,2021/8/28,598
GP,44382d3aca,1,2021/9/18,598
GP,44382d3aca,2,2021/9/9,598
GP,44382d3aca,1,2021/9/3,598
GP,44382d3aca,2,2021/9/12,598
GP,44382d3aca,1,2021/9/15,598
GP,44382d3aca,1,2021/9/23,598
GP,592ca98057,1,2021/9/3,598
GP,592ca98057,3,2021/8/31,598
GP,592ca98057,4,2021/9/3,598
GP,592ca98057,1,2021/9/4,598
GP,592ca98057,1,2021/7/25,598
GP,592ca98057,1,2021/1/2,598
GP,592ca98057,4,2021/1/19,598
GP,592ca98057,1,2021/9/4,598
GP,592ca98057,4,2021/8/10,598
GP,8c65a34a88,2,2021/1/17,598
GP,8c65a34a88,1,2021/1/15,598
GP,8c65a34a88,1,2021/9/4,598
GP,8c65a34a88,3,2021/1/22,598
GP,8c65a34a88,4,2021/4/18,598
GP,8c65a34a88,1,2021/1/5,598
GP,8c65a34a88,1,2021/9/24,598
GP,8c65a34a88,1,2021/1/5,598
GP,9809ede986,1,2021/9/22,598
GP,9809ede986,3,2021/9/4,598
GP,9809ede986,2,2021/9/26,598
GP,9809ede986,3,2021/1/6,598
GP,9809ede986,2,2021/1/7,598
GP,9809ede986,1,2021/8/31,598
GP,9809ede986,2,2021/2/19,598
GP,9809ede986,1,2021/1/2,598
GP,9809ede986,3,2021/1/18,598
GP,25f3915848,1,2021/1/12,598
GP,25f3915848,2,2021/6/11,598
GP,25f3915848,1,2021/1/17,598
GP,25f3915848,2,2021/1/22,598
GP,25f3915848,2,2021/1/7,598
GP,25f3915848,1,2021/1/18,598
GP,25f3915848,1,2021/1/16,598
GP,25f3915848,1,2021/1/23,598
GP,25f3915848,1,2021/9/29,598
GP,87bd8b2960,4,2021/9/22,598
GP,87bd8b2960,4,2021/1/4,598
GP,87bd8b2960,4,2021/8/7,598
GP,87bd8b2960,4,2021/9/4,598
GP,87bd8b2960,1,2021/8/9,598
GP,87bd8b2960,2,2021/1/23,598
GP,87bd8b2960,1,2021/8/1,598
GP,87bd8b2960,1,2021/9/3,598
GP,87bd8b2960,2,2021/8/8,598
GP,87bd8b2960,1,2021/9/2,598
GP,b2e084c4,1,2021/7/1,598
GP,b2e084c4,3,2021/7/28,598
GP,b2e084c4,4,2021/1/19,598
GP,b2e084c4,4,2021/1/3,598
GP,b2e084c4,3,2021/1/3,598
GP,b2e084c4,2,2021/1/12,598
GP,b2e084c4,1,2021/5/16,598
GP,b2e084c4,3,2021/1/12,598
GP,468c499b8d,3,2021/9/1,598
GP,468c499b8d,4,2021/2/10,598
GP,468c499b8d,1,2021/1/19,598
GP,468c499b8d,2,2021/1/3,598
GP,468c499b8d,1,2021/9/4,598
GP,468c499b8d,1,2021/2/7,598
GP,468c499b8d,3,2021/1/18,598
GP,468c499b8d,4,2021/2/3,598
GP,468c499b8d,4,2021/1/4,598
GP,468c499b8d,2,2021/9/2,598
GP,468c499b8d,4,2021/1/25,598
GP,468c499b8d,1,2021/9/3,598
GP,5dd4c1e5d0,2,2021/9/1,598
GP,5dd4c1e5d0,1,2021/1/11,598
GP,5dd4c1e5d0,2,2021/9/1,598
GP,5dd4c1e5d0,3,2021/7/2,598
GP,5dd4c1e5d0,1,2021/9/4,598
GP,5dd4c1e5d0,1,2021/8/10,598
GP,5dd4c1e5d0,1,2021/1/2,598
GP,5dd4c1e5d0,3,2021/1/17,598
GP,5dd4c1e5d0,4,2021/2/11,598
GP,523084dfaf,1,2021/1/3,598
GP,523084dfaf,3,2021/1/21,598
GP,523084dfaf,1,2021/1/9,598
GP,523084dfaf,4,2021/9/4,598
GP,523084dfaf,3,2021/1/9,598
GP,523084dfaf,1,2021/9/29,598
GP,523084dfaf,4,2021/9/1,598
GP,523084dfaf,4,2021/1/15,598
GP,523084dfaf,4,2021/1/21,598
GP,523084dfaf,1,2021/8/4,598
GP,523084dfaf,3,2021/8/11,598
GP,523084dfaf,3,2021/7/11,598
GP,523084dfaf,2,2021/9/25,598
GP,523084dfaf,1,2021/9/2,598
GP,523084dfaf,4,2021/8/4,598
GP,523084dfaf,4,2021/1/13,598
GP,523084dfaf,1,2021/1/21,598
GP,523084dfaf,4,2021/1/12,598
GP,85697f436a,4,2021/8/6,598
GP,85697f436a,1,2021/9/4,598
GP,85697f436a,2,2021/1/22,598
GP,85697f436a,1,2021/9/4,598
GP,85697f436a,1,2021/8/6,598
GP,85697f436a,1,2021/8/30,598
GP,85697f436a,1,2021/1/15,598
GP,85697f436a,4,2021/1/21,598
GP,85697f436a,1,2021/8/8,598
GP,2cefb40a6c,3,2021/9/27,598
GP,2cefb40a6c,2,2021/7/30,598
GP,2cefb40a6c,4,2021/8/7,598
GP,2cefb40a6c,3,2021/8/10,598
GP,2cefb40a6c,4,2021/1/17,598
GP,2cefb40a6c,2,2021/1/13,598
GP,2cefb40a6c,4,2021/1/14,598
GP,2cefb40a6c,2,2021/2/10,598
GP,2cefb40a6c,1,2021/1/20,598
GP,2cefb40a6c,3,2021/8/6,598
GP,5b80a5456c,3,2021/1/20,598
GP,5b80a5456c,1,2021/8/30,598
GP,5b80a5456c,3,2021/7/29,598
GP,5b80a5456c,4,2021/1/14,598
GP,5b80a5456c,1,2021/9/29,598
GP,5b80a5456c,1,2021/9/26,598
GP,5b80a5456c,1,2021/1/19,598
GP,5b80a5456c,2,2021/9/1,598
GP,5b80a5456c,2,2021/2/10,598
GP,5b80a5456c,4,2021/8/8,598
GP,5b80a5456c,1,2021/9/1,598
GP,5b80a5456c,4,2021/1/5,598
GP,5b80a5456c,1,2021/1/1,598
GP,15a74b72db,2,2021/6/30,598
GP,15a74b72db,1,2021/1/2,598
GP,15a74b72db,2,2021/1/15,598
GP,15a74b72db,4,2021/2/11,598
GP,15a74b72db,2,2021/2/10,598
GP,15a74b72db,2,2021/8/26,598
GP,15a74b72db,1,2021/9/1,598
GP,15a74b72db,3,2021/8/7,598
GP,15a74b72db,3,2021/6/22,598
GP,8a1196e40a,1,2021/1/18,598
GP,8a1196e40a,2,2021/1/20,598
GP,8a1196e40a,3,2021/1/1,598
GP,8a1196e40a,2,2021/1/6,598
GP,8a1196e40a,2,2021/1/9,598
GP,8a1196e40a,1,2021/8/6,598
GP,8a1196e40a,1,2021/9/4,598
GP,8a1196e40a,2,2021/9/23,598
GP,8a1196e40a,1,2021/7/30,598
GP,8a1196e40a,4,2021/8/8,598
GP,3d3c09660e,4,2021/7/2,598
GP,3d3c09660e,1,2021/1/21,598
GP,3d3c09660e,4,2021/9/30,598
GP,3d3c09660e,1,2021/9/4,598
GP,3d3c09660e,1,2021/1/5,598
GP,3d3c09660e,2,2021/8/26,598
GP,3d3c09660e,2,2021/8/5,598
GP,3d3c09660e,1,2021/1/17,598
GP,3d3c09660e,3,2021/1/6,598
GP,3d3c09660e,2,2021/1/3,598
GP,1a4f559b0a,1,2021/1/1,598
GP,1a4f559b0a,2,2021/1/4,598
GP,1a4f559b0a,1,2021/1/4,598
GP,1a4f559b0a,1,2021/1/2,598
GP,1a4f559b0a,2,2021/9/22,598
GP,1a4f559b0a,4,2021/1/2,598
GP,1a4f559b0a,1,2021/1/3,598
GP,9809de8486,3,2021/9/29,598
GP,9809de8486,1,2021/9/29,598
GP,9809de8486,1,2021/2/19,598
GP,9809de8486,4,2021/9/2,598
GP,9809de8486,3,2021/9/24,598
GP,9809de8486,2,2021/1/24,598
GP,9809de8486,2,2021/9/22,598
GP,9809de8486,3,2021/8/1,598
GP,363fe60bfb,4,2021/1/18,598
GP,363fe60bfb,2,2021/1/23,598
GP,363fe60bfb,1,2021/9/24,598
GP,363fe60bfb,4,2021/8/6,598
GP,363fe60bfb,1,2021/1/22,598
GP,363fe60bfb,2,2021/5/5,598
GP,363fe60bfb,2,2021/8/6,598
GP,363fe60bfb,2,2021/7/1,598
GP,363fe60bfb,2,2021/9/30,598
GP,3f9015f724,1,2021/8/3,598
GP,3f9015f724,4,2021/1/20,598
GP,3f9015f724,1,2021/8/30,598
GP,3f9015f724,3,2021/7/30,598
GP,3f9015f724,1,2021/1/9,598
GP,3f9015f724,4,2021/5/26,598
GP,3f9015f724,1,2021/6/30,598
GP,3f9015f724,1,2021/1/5,598
GP,3f9015f724,2,2021/2/10,598
GP,28479d7816,1,2021/1/12,598
GP,28479d7816,1,2021/1/19,598
GP,28479d7816,1,2021/1/20,598
GP,28479d7816,3,2021/1/14,598
GP,28479d7816,2,2021/8/24,598
GP,28479d7816,1,2021/8/6,598
GP,28479d7816,2,2021/9/29,598
GP,28479d7816,2,2021/1/6,598
GP,28479d7816,2,2021/8/3,598
GP,28834748f8,1,2021/1/3,598
GP,28834748f8,3,2021/1/17,598
GP,28834748f8,3,2021/1/2,598
GP,28834748f8,3,2021/8/6,598
GP,28834748f8,2,2021/9/2,598
GP,28834748f8,2,2021/8/9,598
GP,28834748f8,1,2021/8/4,598
GP,28834748f8,4,2021/7/29,598
GP,28834748f8,1,2021/1/17,598
GP,eab27062a,4,2021/1/1,598
GP,eab27062a,1,2021/8/1,598
GP,eab27062a,2,2021/1/4,598
GP,eab27062a,1,2021/1/18,598
GP,eab27062a,2,2021/8/2,598
GP,eab27062a,1,2021/1/22,598
GP,eab27062a,1,2021/9/1,598
GP,eab27062a,4,2021/8/3,598
GP,eab27062a,1,2021/9/30,598
GP,1ca3611bdc,2,2021/8/27,598
GP,1ca3611bdc,4,2021/1/11,598
GP,1ca3611bdc,1,2021/9/10,598
GP,1ca3611bdc,1,2021/9/3,598
GP,1ca3611bdc,3,2021/4/26,598
GP,1ca3611bdc,2,2021/4/25,598
GP,1ca3611bdc,2,2021/4/25,598
GP,1ca3611bdc,1,2021/4/26,598
GP,55ae946c8,1,2021/4/26,598
GP,55ae946c8,3,2021/4/25,598
GP,55ae946c8,2,2021/6/25,598
GP,55ae946c8,3,2021/7/23,598
GP,55ae946c8,2,2021/9/30,598
GP,55ae946c8,1,2021/4/1,598
GP,55ae946c8,4,2021/5/6,598
GP,55ae946c8,3,2021/7/23,598
GP,55ae946c8,3,2021/4/28,598
GP,55ae946c8,4,2021/9/28,598
GP,c8eedb4d39,4,2021/6/25,598
GP,c8eedb4d39,1,2021/4/1,598
GP,c8eedb4d39,1,2021/8/6,598
GP,c8eedb4d39,1,2021/6/4,598
GP,c8eedb4d39,2,2021/3/24,598
GP,c8eedb4d39,1,2021/8/23,598
GP,c8eedb4d39,4,2021/5/24,598
GP,c8eedb4d39,2,2021/4/26,598
GP,c8eedb4d39,4,2021/7/24,598
GP,7e6d5b7b8f,2,2021/6/24,598
GP,7e6d5b7b8f,2,2021/9/26,598
GP,7e6d5b7b8f,2,2021/9/21,598
GP,7e6d5b7b8f,1,2021/5/31,598
GP,7e6d5b7b8f,1,2021/5/18,598
GP,7e6d5b7b8f,1,2021/7/27,598
GP,7e6d5b7b8f,1,2021/5/2,598
GP,7e6d5b7b8f,1,2021/3/29,598
GP,7e6d5b7b8f,4,2021/4/1,598
GP,eab18e5c5,4,2021/5/19,598
GP,eab18e5c5,2,2021/4/1,598
GP,eab18e5c5,3,2021/5/2,598
GP,eab18e5c5,4,2021/6/22,598
GP,eab18e5c5,4,2021/5/3,598
GP,eab18e5c5,1,2021/7/3,598
GP,eab18e5c5,1,2021/5/12,598
GP,eab18e5c5,3,2021/4/6,598
GP,e4df6caa15,3,2021/7/1,598
GP,e4df6caa15,1,2021/4/1,598
GP,e4df6caa15,2,2021/5/26,598
GP,e4df6caa15,1,2021/3/24,598
GP,e4df6caa15,1,2021/5/24,598
GP,e4df6caa15,1,2021/5/27,598
GP,e4df6caa15,4,2021/3/8,598
GP,e4df6caa15,1,2021/2/18,598
GP,2a9ba8f1e8,4,2021/3/8,598
GP,2a9ba8f1e8,3,2021/3/5,598
GP,2a9ba8f1e8,3,2021/3/12,598
GP,2a9ba8f1e8,2,2021/8/15,598
GP,2a9ba8f1e8,4,2021/3/21,598
GP,2a9ba8f1e8,1,2021/5/20,598
GP,2a9ba8f1e8,2,2021/3/18,598
GP,2a9ba8f1e8,1,2021/5/23,598
GP,367c36eff1,1,2021/5/25,598
GP,367c36eff1,1,2021/5/22,598
GP,367c36eff1,2,2021/5/25,598
GP,367c36eff1,1,2021/3/27,598
GP,367c36eff1,2,2021/5/25,598
GP,367c36eff1,1,2021/3/7,598
GP,367c36eff1,3,2021/3/30,598
GP,831572d383,1,2021/2/25,598
GP,831572d383,2,2021/5/24,598
GP,831572d383,1,2021/5/25,598
GP,831572d383,2,2021/3/30,598
GP,831572d383,2,2021/3/20,598
GP,831572d383,3,2021/3/10,598
GP,831572d383,1,2021/7/25,598
GP,831572d383,1,2021/3/18,598
GP,831572d383,1,2021/5/20,598
GP,523084cdb7,2,2021/2/19,598
GP,523084cdb7,1,2021/4/2,598
GP,523084cdb7,1,2021/5/26,598
GP,523084cdb7,4,2021/3/4,598
GP,523084cdb7,1,2021/5/23,598
GP,523084cdb7,4,2021/3/27,598
GP,523084cdb7,2,2021/2/25,598
GP,523084cdb7,1,2021/9/28,598
GP,523084cdb7,2,2021/1/15,598
GP,523084cdb7,2,2021/7/9,598
GP,28479cc983,1,2021/2/8,598
GP,28479cc983,3,2021/5/12,598
GP,28479cc983,4,2021/9/28,598
GP,28479cc983,1,2021/2/8,598
GP,28479cc983,1,2021/5/6,598
GP,28479cc983,2,2021/2/3,598
GP,28479cc983,2,2021/2/8,598
GP,9361c75915,1,2021/2/17,598
GP,9361c75915,1,2021/1/4,598
GP,9361c75915,1,2021/1/29,598
GP,9361c75915,2,2021/5/10,598
GP,9361c75915,2,2021/5/12,598
GP,9361c75915,1,2021/7/27,598
GP,9361c75915,1,2021/6/28,598
GP,9361c75915,3,2021/5/12,598
GP,9361c75915,3,2021/5/12,598
GP,9361c75915,1,2021/2/5,598
GP,80c166c096,1,2021/2/9,598
GP,80c166c096,4,2021/3/14,598
GP,80c166c096,3,2021/7/1,598
GP,80c166c096,1,2021/2/24,598
GP,80c166c096,1,2021/5/28,598
GP,80c166c096,2,2021/1/15,598
GP,80c166c096,4,2021/1/22,598
GP,80c166c096,2,2021/9/28,598
GP,cd96f38b48,1,2021/7/23,598
GP,cd96f38b48,4,2021/8/26,598
GP,cd96f38b48,2,2021/1/15,598
GP,cd96f38b48,3,2021/6/16,598
GP,cd96f38b48,3,2021/6/23,598
GP,cd96f38b48,3,2021/6/15,598
GP,cd96f38b48,1,2021/7/20,598
GP,cd96f38b48,4,2021/6/28,598
GP,cd96f38b48,4,2021/6/9,598
GP,55af7c6e4,1,2021/6/23,598
GP,55af7c6e4,1,2021/8/18,598
GP,55af7c6e4,2,2021/9/14,598
GP,55af7c6e4,1,2021/6/9,598
GP,55af7c6e4,1,2021/8/13,598
GP,55af7c6e4,1,2021/5/28,598
GP,55af7c6e4,1,2021/8/31,598
GP,55af7c6e4,1,2021/5/28,598
GP,55af7c6e4,4,2021/6/15,598
GP,a15a0e9532,2,2021/6/10,598
GP,a15a0e9532,3,2021/5/28,598
GP,a15a0e9532,4,2021/7/19,598
GP,a15a0e9532,3,2021/5/28,598
GP,a15a0e9532,4,2021/7/9,598
GP,a15a0e9532,2,2021/6/15,598
GP,a15a0e9532,3,2021/6/9,598
GP,a15a0e9532,1,2021/5/28,598
GP,a15a0e9532,1,2021/7/6,598
GP,a15a0e9532,1,2021/8/13,598
GP,214b79741a,1,2021/8/5,598
GP,214b79741a,2,2021/4/27,598
GP,214b79741a,4,2021/6/10,598
GP,214b79741a,4,2021/7/14,598
GP,214b79741a,2,2021/7/9,598
GP,214b79741a,4,2021/4/9,598
GP,214b79741a,1,2021/4/10,598
GP,214b79741a,4,2021/8/6,598
GP,214b79741a,3,2021/9/12,598
GP,bd4a9fcf46,4,2021/3/18,598
GP,bd4a9fcf46,3,2021/3/18,598
GP,bd4a9fcf46,1,2021/1/8,598
GP,bd4a9fcf46,4,2021/6/15,598
GP,bd4a9fcf46,1,2021/8/8,598
GP,bd4a9fcf46,1,2021/2/7,598
GP,bd4a9fcf46,2,2021/3/18,598
GP,bd4a9fcf46,1,2021/2/7,598
GP,bd4a9fcf46,1,2021/9/5,598
GP,a15a0e0e72,2,2021/8/15,598
GP,a15a0e0e72,2,2021/1/14,598
GP,a15a0e0e72,4,2021/8/17,598
GP,a15a0e0e72,2,2021/1/8,598
