个人信息,校园卡编号,消费金额,存储金额,余额,消费次数,消费类型,消费地点,消费时间
181618-男,20181618,7,0,49.7,475,消费,第四食堂,2019-04-04 11_9
182079-女,20182079,1.5,0,112.5,589,消费,第五食堂,2019-04-17 18_11
183524-男,20183524,0.9,0,24,658,消费,第二食堂,2019-04-03 18_6
182270-女,20182270,0.5,0,12.69,926,消费,第五食堂,2019-04-19 17_11
180316-女,2018316,2.5,0,0.1,625,消费,第五食堂,2019-04-10 17_12
180504-女,2018504,9.6,0,22.9,546,消费,第三食堂,2019-04-12 15_1
181619-男,20181619,7,0,17,512,消费,第四食堂,2019-04-16 18_4
181833-男,20181833,7,0,29,629,消费,第四食堂,2019-04-21 17_2
180004-男,20184,7,0,90.4,793,消费,第五食堂,2019-04-11 18_10
182102-男,20182102,10,0,102.7,304,消费,第五食堂,2019-04-09 11_7
180920-男,2018920,3,0,82.3,777,消费,第二食堂,2019-04-27 07_5
182303-女,20182303,4,0,30.4,632,消费,第二食堂,2019-04-23 11_10
181025-女,20181025,0.6,0,39.2,741,消费,水电缴费处,2019-04-12 10_2
184135-女,20184135,5,0,13.6,462,消费,好利来食品店,2019-04-10 14_4
181744-女,20181744,2,0,69,621,消费,第一食堂,2019-04-26 11_6
182975-男,20182975,3.5,0,104.8,420,消费,第五食堂,2019-04-04 18_9
181424-男,20181424,1.6,0,73.1,1027,消费,第二食堂,2019-04-24 08_7
182225-男,20182225,10,0,62.6,472,消费,第三食堂,2019-04-12 12_3
180409-女,2018409,1.2,0,89.05,854,消费,第五食堂,2019-04-22 07_4
181106-男,20181106,2,0,115.9,937,消费,第二食堂,2019-04-21 19_5
181331-男,20181331,4,0,184,638,消费,第一食堂,2019-04-05 17_7
182579-女,20182579,0.6,0,47.2,539,消费,好利来食品店,2019-04-18 18_7
180334-女,2018334,5,0,52.1,851,消费,第三食堂,2019-04-04 12_0
181776-男,20181776,0.6,0,141.4,673,消费,第二食堂,2019-04-10 11_3
183546-女,20183546,1.2,0,10.78,614,消费,第二食堂,2019-04-22 07_11
182722-男,20182722,7,0,56.6,712,消费,第三食堂,2019-04-25 18_12
181152-男,20181152,2,0,9.2,712,消费,红太阳超市,2019-04-24 21_8
181937-女,20181937,2.5,0,101.25,809,消费,第一食堂,2019-04-01 11_11
183360-女,20183360,2.5,0,51.5,564,消费,第一食堂,2019-04-24 07_11
182429-女,20182429,2,0,55.8,548,消费,第一食堂,2019-04-08 07_8
181481-男,20181481,2.8,0,22.3,479,消费,第二食堂,2019-04-01 07_9
180738-女,2018738,0.4,0,48.7,803,消费,第二食堂,2019-04-01 11_11
180682-女,2018682,0.5,0,14.4,787,消费,第二食堂,2019-04-04 09_7
180490-女,2018490,3.5,0,122.5,386,消费,第二食堂,2019-04-11 09_11
181876-女,20181876,5.5,0,161,800,消费,第三食堂,2019-04-11 17_4
181670-男,20181670,0.4,0,38.6,594,消费,水电缴费处,2019-04-19 12_0
184231-男,20184231,4,0,72,283,消费,第一食堂,2019-04-23 12_0
180244-女,2018244,3.5,0,62,615,消费,好利来食品店,2019-04-06 18_10
183249-女,20183249,2,0,113.3,483,消费,红太阳超市,2019-04-11 12_10
182305-女,20182305,4.5,0,3.6,508,消费,第一食堂,2019-04-03 18_0
181416-男,20181416,0.5,0,223.9,1619,消费,第一食堂,2019-04-15 11_8
182474-女,20182474,2,0,69.7,773,消费,第五食堂,2019-04-09 07_6
182439-女,20182439,0.5,0,225.46,376,消费,第三食堂,2019-04-18 12_3
180014-女,201814,0.5,0,78.3,844,消费,第三食堂,2019-04-29 11_11
181593-女,20181593,5,0,85.5,583,消费,第四食堂,2019-04-11 19_0
180540-男,2018540,2,0,112.2,811,消费,第二食堂,2019-04-02 21_6
180014-女,201814,0.5,0,88.3,899,消费,第三食堂,2019-04-16 11_11
182986-男,20182986,3,0,100.1,483,消费,第五食堂,2019-04-16 11_9
181925-女,20181925,0.5,0,22.6,987,消费,第一食堂,2019-04-06 12_10
183946-女,20183946,0.4,0,72,650,消费,第五食堂,2019-04-07 18_4
183488-女,20183488,6,0,70.5,679,消费,第四食堂,2019-04-30 12_1
184271-男,20184271,8,0,157,630,消费,第三食堂,2019-04-14 18_7
180439-男,2018439,3.5,0,91.5,654,消费,第五食堂,2019-04-08 12_2
182905-男,20182905,5,0,40.5,953,消费,红太阳超市,2019-04-03 17_8
182733-男,20182733,5.5,0,92.8,710,消费,第五食堂,2019-04-26 20_2
180451-女,2018451,6.5,0,56,490,消费,第二食堂,2019-04-22 12_9
184062-女,20184062,10,0,194.6,375,消费,第四食堂,2019-04-08 19_4
184222-女,20184222,1,0,22.9,567,消费,第五食堂,2019-04-24 07_8
182821-女,20182821,2,0,220.96,727,消费,第五食堂,2019-04-17 00_0
180722-女,2018722,2.5,0,87.6,690,消费,第一食堂,2019-04-05 17_5
183451-女,20183451,6.1,0,63.6,446,消费,第五食堂,2019-04-02 18_1
183349-男,20183349,8,0,76.8,904,消费,第四食堂,2019-04-22 18_7
183810-女,20183810,4,0,64.6,547,消费,第五食堂,2019-04-13 08_2
183596-女,20183596,8.5,0,117.1,541,消费,第二食堂,2019-04-10 11_12
182612-男,20182612,9,0,14.04,1037,消费,第二食堂,2019-04-17 15_10
182172-女,20182172,0.5,0,36.55,453,消费,第三食堂,2019-04-01 18_1
183386-女,20183386,1.6,0,104.1,411,消费,第二食堂,2019-04-24 07_10
183490-女,20183490,4,0,57.9,787,消费,第一食堂,2019-04-09 11_10
180848-女,2018848,2,0,199.6,483,消费,第二食堂,2019-04-09 07_7
183864-女,20183864,4,0,8.2,387,消费,好利来食品店,2019-04-09 07_11
183461-女,20183461,8,0,12.7,602,消费,第一食堂,2019-04-01 11_9
183389-女,20183389,3.5,0,30,538,消费,第一食堂,2019-04-13 17_9
183737-女,20183737,3,0,35.1,750,消费,第五食堂,2019-04-16 17_6
182270-女,20182270,4,0,44.09,915,消费,第五食堂,2019-04-17 17_11
181591-女,20181591,0.4,0,92.6,558,消费,第二食堂,2019-04-17 12_7
180611-女,2018611,3,0,84.1,831,消费,第二食堂,2019-04-16 07_8
180531-男,2018531,2,0,43.7,874,消费,第一食堂,2019-04-26 07_6
180142-女,2018142,0.6,0,24.2,582,消费,第五食堂,2019-04-02 07_5
180551-女,2018551,0.4,0,130.05,865,消费,第二食堂,2019-04-02 11_9
183300-女,20183300,1.5,0,82.4,541,消费,第二食堂,2019-04-09 17_11
181104-男,20181104,4.5,0,297.6,773,消费,第二食堂,2019-04-22 21_4
180733-女,2018733,8,0,187.2,579,消费,第四食堂,2019-04-12 11_11
181672-男,20181672,7,0,18.3,557,消费,第四食堂,2019-04-11 11_9
182348-女,20182348,3.1,0,46.5,671,消费,第五食堂,2019-04-25 19_6
182306-男,20182306,1.5,0,126.01,279,消费,第一食堂,2019-04-23 07_11
180362-女,2018362,0.4,0,3.3,362,消费,第五食堂,2019-04-19 17_7
183277-男,20183277,9,0,18,590,消费,第四食堂,2019-04-25 11_11
180993-女,2018993,1.2,0,25.8,354,消费,第二食堂,2019-04-12 09_11
183980-女,20183980,0.4,0,48.16,540,消费,第五食堂,2019-04-10 11_11
182002-男,20182002,7,0,54.61,731,消费,第四食堂,2019-04-22 11_11
182925-男,20182925,2,0,62.7,973,消费,第四食堂,2019-04-16 18_8
181431-男,20181431,1,0,6.32,552,消费,第二食堂,2019-04-11 09_10
181548-男,20181548,8,0,54.2,772,消费,第二食堂,2019-04-19 21_5
181305-女,20181305,7,0,78.2,817,消费,第四食堂,2019-04-22 18_7
182991-男,20182991,0.4,0,104.3,590,消费,第五食堂,2019-04-08 11_7
180237-男,2018237,2.5,0,1.65,874,消费,第五食堂,2019-04-19 18_1
180048-女,201848,5,0,36.96,673,消费,第五食堂,2019-04-17 18_4
181953-女,20181953,4,0,14.75,1055,消费,第二食堂,2019-04-17 18_0
180868-女,2018868,2,0,41.3,733,消费,第二食堂,2019-04-25 17_5
183141-男,20183141,5,0,95.4,563,消费,第四食堂,2019-04-07 19_10
182418-男,20182418,7,0,64.6,490,消费,第四食堂,2019-04-14 18_8
181293-女,20181293,1,0,130.8,910,消费,第二食堂,2019-04-08 07_7
183292-男,20183292,0.6,0,122.7,545,消费,第二食堂,2019-04-16 08_11
182684-女,20182684,1.5,0,56.1,548,消费,第五食堂,2019-04-17 08_11
184071-男,20184071,4,0,17.3,904,消费,第二食堂,2019-04-16 19_6
183254-女,20183254,9,0,82.7,675,消费,第四食堂,2019-04-18 11_9
182049-女,20182049,1.5,0,185.3,544,消费,好利来食品店,2019-04-11 19_3
182728-男,20182728,6,0,38.5,812,消费,第五食堂,2019-04-12 17_8
183588-女,20183588,4,0,21,889,消费,第二食堂,2019-04-11 11_12
184055-女,20184055,4,0,80.5,591,消费,第五食堂,2019-04-17 11_12
183550-女,20183550,13.6,0,57.5,392,消费,第二食堂,2019-04-02 11_0
180935-男,2018935,3.5,0,31.1,430,消费,第二食堂,2019-04-18 10_2
182500-女,20182500,2.5,0,52.9,761,消费,第一食堂,2019-04-19 18_7
181615-男,20181615,9,0,20.55,647,消费,第二食堂,2019-04-11 11_10
180832-女,2018832,1.6,0,29.9,569,消费,第二食堂,2019-04-10 09_8
182223-男,20182223,5,0,90.6,518,消费,好利来食品店,2019-04-04 21_4
180343-男,2018343,9,0,115.2,1044,消费,第四食堂,2019-04-04 11_6
183582-女,20183582,0.5,0,57.11,1069,消费,第二食堂,2019-04-24 16_6
181188-女,20181188,1.5,0,43.9,896,消费,第二食堂,2019-04-12 09_7
182119-女,20182119,3.6,0,23,677,消费,第二食堂,2019-04-25 18_9
183706-女,20183706,1.8,0,52.9,784,消费,第五食堂,2019-04-19 07_8
180014-女,201814,1.5,0,28.1,881,消费,第五食堂,2019-04-12 07_9
181623-男,20181623,7,0,80.02,507,消费,第四食堂,2019-04-23 12_9
182332-女,20182332,8,0,27.1,700,消费,第三食堂,2019-04-15 11_7
181148-男,20181148,4,0,78,446,消费,第二食堂,2019-04-15 19_3
180780-女,2018780,3,0,86.2,959,消费,第二食堂,2019-04-09 11_6
184324-女,20184324,4.5,0,118.9,504,消费,好利来食品店,2019-04-09 07_7
184108-男,20184108,4,0,45.2,340,消费,第二食堂,2019-04-25 09_10
183742-女,20183742,0.5,0,78.15,679,消费,第三食堂,2019-04-10 11_10
182543-男,20182543,3.5,0,149.88,1123,消费,第一食堂,2019-04-02 07_8
181455-男,20181455,2.5,0,18.8,835,消费,第一食堂,2019-04-30 18_6
182340-女,20182340,3.5,0,39.7,756,消费,好利来食品店,2019-04-22 10_3
183347-男,20183347,6,0,113.8,728,消费,第一食堂,2019-04-10 17_4
184171-男,20184171,2,0,68.3,541,消费,第一食堂,2019-04-08 07_9
183052-男,20183052,0.6,0,46.6,688,消费,第一食堂,2019-04-03 12_10
180731-女,2018731,7,0,69.56,628,消费,第四食堂,2019-04-08 12_0
180715-女,2018715,1.3,0,1.6,641,消费,第二食堂,2019-04-18 17_9
181318-女,20181318,0.6,0,59.7,650,消费,第二食堂,2019-04-12 07_6
182602-女,20182602,7,0,337.6,354,消费,第三食堂,2019-04-15 18_5
180780-女,2018780,2.5,0,89.6,1041,消费,第二食堂,2019-04-26 16_7
181442-男,20181442,0.5,0,43.7,984,消费,第五食堂,2019-04-16 11_12
181695-男,20181695,2.5,0,60.44,678,消费,第一食堂,2019-04-03 10_10
181629-男,20181629,4.5,0,34.4,1191,消费,第二食堂,2019-04-16 11_9
181925-女,20181925,2,0,14.1,990,消费,第一食堂,2019-04-06 20_1
180587-女,2018587,0.5,0,82.6,851,消费,第二食堂,2019-04-18 11_11
182517-女,20182517,1,0,174.4,504,消费,第五食堂,2019-04-17 00_0
183402-女,20183402,3,0,92.7,421,消费,第二食堂,2019-04-08 07_7
183980-女,20183980,0.6,0,48.56,539,消费,第五食堂,2019-04-10 07_7
183169-男,20183169,9,0,137.39,766,消费,第二食堂,2019-04-18 18_11
180166-女,2018166,5.5,0,55.4,612,消费,第五食堂,2019-04-15 16_6
180153-女,2018153,6,0,58.6,886,消费,第五食堂,2019-04-08 16_12
184222-女,20184222,1.5,0,97.1,582,消费,第五食堂,2019-04-26 12_1
182460-女,20182460,2.3,0,32.49,677,消费,好利来食品店,2019-04-01 19_3
182334-女,20182334,0.4,0,101.2,543,消费,第二食堂,2019-04-30 11_7
180738-女,2018738,0.5,0,75.8,928,消费,第二食堂,2019-04-24 11_11
184176-女,20184176,0,100,100.7,687,存款,财务处,2019-04-22 10_5
180614-女,2018614,1.2,0,110.8,1022,消费,第二食堂,2019-04-22 07_5
181742-女,20181742,7,0,76.8,1037,消费,第四食堂,2019-04-25 11_11
182872-男,20182872,3,0,113.05,620,消费,好利来食品店,2019-04-08 07_6
183820-男,20183820,2,0,89.94,676,消费,第五食堂,2019-04-10 07_10
180773-女,2018773,2.5,0,27,468,消费,第一食堂,2019-04-05 07_12
182058-女,20182058,0.4,0,10.8,605,消费,第五食堂,2019-04-16 11_11
181915-男,20181915,3,0,6.8,524,消费,第一食堂,2019-04-11 07_6
181479-女,20181479,8,0,32.3,835,消费,第二食堂,2019-04-25 18_9
180055-女,201855,0.4,0,65.2,701,消费,第五食堂,2019-04-22 18_2
180841-女,2018841,1.5,0,4.2,550,消费,第一食堂,2019-04-05 10_10
182317-女,20182317,3.5,0,5.6,439,消费,第五食堂,2019-04-04 07_8
180816-女,2018816,0.5,0,32.8,588,消费,第五食堂,2019-04-19 12_0
180854-女,2018854,2.7,0,49,636,消费,第二食堂,2019-04-12 07_6
181063-男,20181063,7,0,107.7,1045,消费,第四食堂,2019-04-10 12_3
180584-女,2018584,2.4,0,143.47,729,消费,第二食堂,2019-04-25 07_8
181989-男,20181989,7,0,70.6,385,消费,第四食堂,2019-04-02 11_11
180455-女,2018455,7,0,295.8,688,消费,第三食堂,2019-04-17 17_9
182604-男,20182604,0.6,0,44.22,1076,消费,第二食堂,2019-04-16 18_0
181198-女,20181198,2,0,60.3,883,消费,第二食堂,2019-04-11 09_10
182592-女,20182592,2.1,0,114.05,707,消费,第五食堂,2019-04-15 12_3
183605-女,20183605,2,0,48.8,274,消费,第二食堂,2019-04-18 21_3
180527-男,2018527,0.5,0,65.66,768,消费,第一食堂,2019-04-10 16_5
183404-女,20183404,7,0,19.1,323,消费,第五食堂,2019-04-15 17_12
182887-女,20182887,1.5,0,72.8,492,消费,第一食堂,2019-04-11 16_6
182377-女,20182377,4.5,0,43,787,消费,第五食堂,2019-04-25 11_12
183626-男,20183626,10,0,83.4,732,消费,第五食堂,2019-04-22 11_10
181266-女,20181266,3.5,0,35.46,745,消费,第一食堂,2019-04-30 08_7
181763-男,20181763,8,0,38.1,464,消费,红太阳超市,2019-04-02 22_9
183447-男,20183447,3,0,282.3,716,消费,第一食堂,2019-04-03 21_4
182252-女,20182252,3.5,0,52.2,494,消费,第五食堂,2019-04-29 10_3
183383-女,20183383,7,0,40.9,846,消费,第四食堂,2019-04-08 18_10
181447-男,20181447,2,0,83.4,650,消费,第二食堂,2019-04-04 17_9
182377-女,20182377,7,0,65,776,消费,第三食堂,2019-04-23 18_3
181603-男,20181603,1.5,0,57.5,692,消费,第一食堂,2019-04-06 10_5
183241-女,20183241,10,0,29.4,698,消费,第四食堂,2019-04-09 16_8
181501-男,20181501,8,0,30.9,465,消费,第四食堂,2019-04-25 11_9
181352-男,20181352,4,0,31.5,674,消费,第一食堂,2019-04-22 21_4
181737-女,20181737,2.4,0,60.5,653,消费,第二食堂,2019-04-17 07_9
180139-女,2018139,0.4,0,113.8,717,消费,第五食堂,2019-04-10 11_11
180176-女,2018176,3.5,0,55.4,817,消费,第三食堂,2019-04-01 12_2
181942-女,20181942,2,0,70.9,848,消费,第二食堂,2019-04-04 07_7
181191-女,20181191,3,0,131.15,842,消费,第二食堂,2019-04-03 17_8
180255-女,2018255,1,0,25.3,796,消费,第三食堂,2019-04-29 12_3
183999-女,20183999,2,0,65,809,消费,第二食堂,2019-04-26 07_8
181736-女,20181736,0.4,0,70.7,581,消费,第二食堂,2019-04-03 12_9
182576-女,20182576,8.1,0,23.1,323,消费,第五食堂,2019-04-23 12_2
181490-男,20181490,5,0,144,1135,消费,红太阳超市,2019-04-08 17_8
184117-男,20184117,10.5,0,7.1,449,消费,第五食堂,2019-04-09 11_10
180178-女,2018178,1.5,0,4,378,消费,第一食堂,2019-04-25 07_6
181649-男,20181649,6,0,15.7,348,消费,第四食堂,2019-04-25 18_5
182698-女,20182698,4,0,47.3,893,消费,第二食堂,2019-04-18 11_4
184108-男,20184108,3.7,0,31.5,343,消费,第二食堂,2019-04-26 09_8
180403-女,2018403,6,0,84.4,519,消费,第五食堂,2019-04-04 19_10
182002-男,20182002,1.8,0,22.91,700,消费,第二食堂,2019-04-04 21_5
182333-女,20182333,5,0,173.52,638,消费,第二食堂,2019-04-29 12_3
182130-女,20182130,1.5,0,51.5,881,消费,第二食堂,2019-04-25 12_2
182521-女,20182521,9,0,7,499,消费,第三食堂,2019-04-09 11_11
182390-女,20182390,0.4,0,158.56,773,消费,第二食堂,2019-04-16 12_0
181182-女,20181182,4,0,87.3,1059,消费,第二食堂,2019-04-12 00_0
183555-女,20183555,2,0,16.1,416,消费,第二食堂,2019-04-09 07_6
180938-男,2018938,0,300,309.1,426,存款,财务处,2019-04-03 18_1
182961-男,20182961,9.5,0,56.3,573,消费,第三食堂,2019-04-02 17_6
180715-女,2018715,0.5,0,48.2,593,消费,第二食堂,2019-04-30 10_8
184033-女,20184033,4,0,80.6,588,消费,第二食堂,2019-04-22 11_10
183883-女,20183883,3,0,18.3,470,消费,好利来食品店,2019-04-17 16_2
180450-女,2018450,10,0,57.6,775,消费,第三食堂,2019-04-25 16_10
181765-男,20181765,0.5,0,49.7,1044,消费,第一食堂,2019-04-22 11_6
181273-女,20181273,7,0,66.4,594,消费,第四食堂,2019-04-02 11_11
180713-女,2018713,2,0,129.6,564,消费,第四食堂,2019-04-14 10_9
180826-女,2018826,15.1,0,66.4,350,消费,红太阳超市,2019-04-09 09_12
183850-女,20183850,0.5,0,27,615,消费,第五食堂,2019-04-01 11_9
182471-女,20182471,8,0,41.9,499,消费,好利来食品店,2019-04-08 12_1
181867-女,20181867,9,0,121.75,979,消费,红太阳超市,2019-04-25 19_6
183749-女,20183749,9.5,0,82.2,460,消费,第三食堂,2019-04-17 16_8
180560-女,2018560,0.5,0,101.35,658,消费,第一食堂,2019-04-22 11_11
182701-女,20182701,3.5,0,67.1,643,消费,第五食堂,2019-04-17 11_5
181826-男,20181826,8.5,0,116.9,514,消费,第二食堂,2019-04-02 11_10
182834-男,20182834,3.5,0,89.1,780,消费,第五食堂,2019-04-15 18_2
180407-女,2018407,0.5,0,79.2,645,消费,第二食堂,2019-04-19 11_11
184015-女,20184015,1.5,0,39.76,616,消费,第二食堂,2019-04-19 09_6
180679-女,2018679,4,0,4.4,662,消费,第二食堂,2019-04-02 11_11
183835-女,20183835,10,0,561.5,1176,消费,第一食堂,2019-04-04 11_10
182096-女,20182096,1.5,0,43.2,335,消费,第四食堂,2019-04-08 12_2
184076-男,20184076,8,0,44.8,886,消费,第四食堂,2019-04-22 11_11
181534-男,20181534,1,0,266.2,709,消费,第二食堂,2019-04-17 08_9
182206-女,20182206,8,0,86.5,733,消费,第四食堂,2019-04-24 18_4
183901-女,20183901,8.5,0,46,670,消费,好利来食品店,2019-04-16 09_5
181853-女,20181853,10,0,161.1,315,消费,第三食堂,2019-04-16 13_7
183922-女,20183922,6.1,0,175.19,491,消费,第五食堂,2019-04-22 16_6
181414-男,20181414,3,0,65.8,927,消费,第二食堂,2019-04-14 11_11
180622-男,2018622,0.6,0,20.02,1165,消费,第一食堂,2019-04-16 18_4
181311-女,20181311,0.4,0,68.44,816,消费,第二食堂,2019-04-22 11_10
182919-男,20182919,6.5,0,65,524,消费,好利来食品店,2019-04-18 11_10
182209-女,20182209,8,0,12,865,消费,第三食堂,2019-04-04 12_0
181524-男,20181524,9,0,12.2,537,消费,第二食堂,2019-04-21 18_9
181151-男,20181151,2,0,131.1,663,消费,第二食堂,2019-04-16 21_12
182935-男,20182935,0.6,0,48.3,746,消费,第五食堂,2019-04-01 11_10
182290-女,20182290,4,0,127.02,456,消费,第五食堂,2019-04-17 12_0
183477-女,20183477,9,0,212.8,698,消费,第四食堂,2019-04-17 11_9
180087-女,201887,0.2,0,100.1,729,消费,水电缴费处,2019-04-22 09_9
180084-女,201884,0.4,0,67.25,852,消费,第五食堂,2019-04-11 17_10
180260-女,2018260,3,0,29.4,428,消费,好利来食品店,2019-04-12 23_0
182971-女,20182971,0.5,0,42.1,570,消费,第五食堂,2019-04-23 12_2
181487-男,20181487,1,0,139.4,1039,消费,第二食堂,2019-04-15 07_11
181416-男,20181416,2.5,0,96.9,1590,消费,第二食堂,2019-04-12 07_11
182569-女,20182569,0,100,106.9,587,存款,财务处,2019-04-17 11_12
183582-女,20183582,2.5,0,80.91,980,消费,第二食堂,2019-04-11 11_10
182905-男,20182905,0.8,0,98.7,927,消费,第一食堂,2019-04-01 17_12
183579-女,20183579,1.2,0,76.96,847,消费,第二食堂,2019-04-11 07_8
183850-女,20183850,6.5,0,17.1,667,消费,第三食堂,2019-04-20 11_1
181312-女,20181312,1.5,0,87.7,861,消费,第二食堂,2019-04-17 17_5
183305-女,20183305,3.6,0,15.9,709,消费,第二食堂,2019-04-22 07_8
181222-男,20181222,3,0,65.6,339,消费,第二食堂,2019-04-16 19_11
182761-男,20182761,7,0,23.2,489,消费,第三食堂,2019-04-01 12_2
183254-女,20183254,2.5,0,102.3,671,消费,红太阳超市,2019-04-17 14_3
180642-女,2018642,0.5,0,176.1,621,消费,第二食堂,2019-04-18 07_7
180032-女,201832,3,0,9.3,234,消费,好利来食品店,2019-04-20 13_2
184099-男,20184099,0.6,0,144.2,744,消费,第二食堂,2019-04-22 11_10
183447-男,20183447,1.5,0,200.5,788,消费,第二食堂,2019-04-14 12_4
181699-男,20181699,9,0,75.1,711,消费,第二食堂,2019-04-23 13_8
183703-女,20183703,0.5,0,66.2,687,消费,第三食堂,2019-04-26 11_9
183155-男,20183155,9,0,26.3,403,消费,第二食堂,2019-04-17 00_0
180548-女,2018548,1.2,0,30.2,776,消费,第二食堂,2019-04-15 07_8
183595-女,20183595,3.5,0,58.2,927,消费,第二食堂,2019-04-09 17_1
181022-女,20181022,0.5,0,75.6,788,消费,第一食堂,2019-04-19 11_10
182603-女,20182603,6.1,0,73.2,707,消费,第五食堂,2019-04-15 12_6
181754-女,20181754,1.5,0,44.8,875,消费,第一食堂,2019-04-16 09_8
184310-女,20184310,9.1,0,80.04,634,消费,第五食堂,2019-04-25 12_5
182628-女,20182628,7,0,117.5,496,消费,第四食堂,2019-04-02 12_1
182807-女,20182807,0.4,0,12.4,872,消费,第五食堂,2019-04-19 11_7
182413-男,20182413,2.7,0,45.21,524,消费,第二食堂,2019-04-24 07_7
180584-女,2018584,3.5,0,198.47,675,消费,第二食堂,2019-04-10 11_12
183101-男,20183101,12,0,68.8,668,消费,第四食堂,2019-04-17 12_4
182172-女,20182172,11.1,0,14.95,458,消费,第三食堂,2019-04-03 12_6
183830-男,20183830,5,0,18.1,539,消费,第三食堂,2019-04-10 11_9
182079-女,20182079,4.5,0,40.5,596,消费,好利来食品店,2019-04-19 07_7
180753-男,2018753,4,0,96.1,231,消费,第二食堂,2019-04-10 11_11
181345-男,20181345,10.5,0,102.5,520,消费,第四食堂,2019-04-08 13_5
180296-女,2018296,0.5,0,42.7,769,消费,第三食堂,2019-04-30 11_5
183489-女,20183489,4,0,91.9,480,消费,第二食堂,2019-04-12 07_11
180369-女,2018369,0.5,0,141.3,562,消费,第五食堂,2019-04-17 00_0
181344-男,20181344,7,0,118.7,938,消费,第三食堂,2019-04-19 12_3
184211-女,20184211,2.8,0,36.6,341,消费,第五食堂,2019-04-03 07_7
180468-女,2018468,6,0,142.6,924,消费,第五食堂,2019-04-13 16_11
180687-女,2018687,1,0,107.3,549,消费,第二食堂,2019-04-12 09_9
183546-女,20183546,2,0,10.98,571,消费,第二食堂,2019-04-08 07_10
180942-男,2018942,5,0,66,665,消费,第二食堂,2019-04-08 18_6
183930-女,20183930,7.1,0,15.3,935,消费,第五食堂,2019-04-15 18_7
180416-女,2018416,0.5,0,57,586,消费,第五食堂,2019-04-25 11_12
180356-女,2018356,1,0,87,703,消费,第二食堂,2019-04-27 08_1
182110-男,20182110,6,0,113.3,366,消费,好利来食品店,2019-04-03 07_9
180175-女,2018175,0.6,0,65.5,1034,消费,第五食堂,2019-04-17 07_8
183524-男,20183524,2.5,0,38.1,694,消费,第一食堂,2019-04-09 11_9
181122-女,20181122,4,0,5.2,453,消费,红太阳超市,2019-04-08 10_4
180100-女,2018100,0.3,0,61.3,430,消费,好利来食品店,2019-04-16 12_11
182170-女,20182170,0.5,0,23.35,342,消费,第三食堂,2019-04-01 18_1
182932-男,20182932,10,0,209.5,456,消费,第三食堂,2019-04-18 17_7
182278-女,20182278,2.5,0,21.46,749,消费,第五食堂,2019-04-19 11_12
183340-男,20183340,6.5,0,42.1,502,消费,第一食堂,2019-04-06 13_8
184012-女,20184012,2,0,220.76,556,消费,第一食堂,2019-04-04 07_4
180061-女,201861,1.2,0,43.3,640,消费,第二食堂,2019-04-29 07_4
183743-女,20183743,3.5,0,81.5,603,消费,第五食堂,2019-04-16 07_7
180581-女,2018581,1,0,38.8,735,消费,第二食堂,2019-04-01 07_7
181046-女,20181046,8,0,29.04,831,消费,第二食堂,2019-04-24 17_6
182192-女,20182192,2.6,0,322.5,481,消费,第五食堂,2019-04-10 07_8
180142-女,2018142,0.4,0,31.9,627,消费,第二食堂,2019-04-15 11_11
181628-男,20181628,2.5,0,84.8,635,消费,第一食堂,2019-04-07 10_3
183676-女,20183676,3.5,0,6.15,377,消费,第五食堂,2019-04-15 18_5
181631-男,20181631,1,0,79.9,736,消费,第二食堂,2019-04-26 07_9
181719-女,20181719,4,0,60.8,541,消费,第一食堂,2019-04-30 13_8
182432-女,20182432,8,0,128.19,570,消费,第三食堂,2019-04-13 18_1
181516-男,20181516,0.6,0,79.4,1019,消费,第二食堂,2019-04-25 17_6
181115-男,20181115,0.6,0,38.3,532,消费,第二食堂,2019-04-03 07_6
182728-男,20182728,3.5,0,59.2,848,消费,第五食堂,2019-04-24 11_11
184275-男,20184275,7,0,69,404,消费,第五食堂,2019-04-09 12_2
180536-男,2018536,7,0,35.1,599,消费,第一食堂,2019-04-05 22_4
182019-男,20182019,1,0,82.95,615,消费,第五食堂,2019-04-16 07_8
181797-男,20181797,8,0,49.8,573,消费,第四食堂,2019-04-11 18_8
182260-女,20182260,0.4,0,23.8,505,消费,第五食堂,2019-04-29 11_9
182346-女,20182346,2,0,2.5,797,消费,第五食堂,2019-04-26 07_3
181914-男,20181914,1.2,0,36.8,475,消费,第二食堂,2019-04-15 07_8
182588-女,20182588,1.2,0,53.45,420,消费,第一食堂,2019-04-23 07_6
180505-女,2018505,3.5,0,270.4,818,消费,第五食堂,2019-04-26 12_1
182593-女,20182593,8,0,248.1,451,消费,第五食堂,2019-04-18 18_2
180593-女,2018593,4,0,91.3,975,消费,第二食堂,2019-04-01 07_6
182046-女,20182046,0.4,0,23.45,495,消费,第五食堂,2019-04-22 11_11
182136-女,20182136,0.4,0,111.9,807,消费,第二食堂,2019-04-26 11_10
182403-女,20182403,6,0,132.7,739,消费,第四食堂,2019-04-26 18_8
181116-男,20181116,2,0,133.6,783,消费,第二食堂,2019-04-02 21_2
180849-女,2018849,1.5,0,17.6,990,消费,第二食堂,2019-04-21 12_1
180752-男,2018752,1.5,0,30.43,697,消费,第一食堂,2019-04-24 16_1
181631-男,20181631,1,0,54.7,702,消费,好利来食品店,2019-04-18 10_7
180560-女,2018560,0.7,0,100.25,618,消费,第二食堂,2019-04-12 11_8
